treatment,subject,group,type,group1_id,group2_id,period,first,h,group_h,in_h,out_h,shp,pp,hp,transfer,ip,typep,s_a,s,s_v,s_l,mon,g_norm,other_g_norm,ls,deltah,dev,ldev,OverUnder,lOverUnder,fp,cp
1,1307,13,1,1,0,15,2,5,44,25,19,589.6,14,67,88.8,169.8,"1",0,0,0,0,1,5.5,5.571429,0,0,-.5714288,-.1428571,0,0,169.8,2667.8
1,1308,13,2,0,1,1,1,3,36,28,8,597.6,18,49.8,88.8,156.6,"0",0,0,0,0,0,4.5,4.714286,,,-1.714286,,0,,156.6,156.6
1,1308,13,2,0,1,2,1,4,40,28,12,600,16,60,88.8,164.8,"0",0,0,0,0,0,5,5.142857,0,1,-1.142857,-1.714286,0,0,164.8,321.4
1,1308,13,2,0,1,3,1,4,37,25,12,599.4,16,64.8,88.8,169.6,"0",0,0,0,0,0,4.625,4.714286,0,0,-.7142859,-1.142857,0,0,169.6,491
1,1308,13,2,0,1,4,1,4,40,25,15,600,16,60,88.8,164.8,"0",0,0,0,0,0,5,5.142857,0,0,-1.142857,-.7142859,0,0,164.8,655.8
1,1308,13,2,0,1,5,1,3,38,25,13,600.4,18,47.4,88.8,154.2,"0",0,0,0,0,0,4.75,5,0,-1,-2,-1.142857,0,0,154.2,810
1,1308,13,2,0,1,6,1,4,39,25,14,600.6,16,61.6,88.8,166.4,"0",0,0,0,0,0,4.875,5,0,1,-1,-2,0,0,166.4,976.4
1,1308,13,2,0,1,7,1,4,42,25,17,596.4,16,56.8,88.8,161.6,"0",0,0,0,0,0,5.25,5.428571,0,0,-1.428571,-1,0,0,161.6,1138
1,1308,13,2,0,1,8,2,3,39,25,14,600.6,18,46.2,88.8,153,"0",0,0,0,0,0,4.875,5.142857,0,-1,-2.142857,-1.428571,0,0,153,1291
1,1308,13,2,0,1,9,2,5,47,25,22,573.4,14,61,88.8,163.8,"0",0,0,0,0,0,5.875,6,0,2,-1,-2.142857,0,0,163.8,1454.8
1,1308,13,2,0,1,10,2,4,40,25,15,600,16,60,88.8,164.8,"0",0,0,0,0,0,5,5.142857,0,-1,-1.142857,-1,0,0,164.8,1619.6
1,1308,13,2,0,1,11,2,4,42,25,17,596.4,16,56.8,88.8,161.6,"0",0,0,0,0,0,5.25,5.428571,0,0,-1.428571,-1.142857,0,0,161.6,1781.2
1,1308,13,2,0,1,12,2,5,43,25,18,593.4,14,69,88.8,171.8,"0",0,0,0,0,0,5.375,5.428571,0,1,-.4285712,-1.428571,0,0,171.8,1953
1,1308,13,2,0,1,13,2,5,43,25,18,593.4,14,69,88.8,171.8,"0",0,0,0,0,0,5.375,5.428571,0,0,-.4285712,-.4285712,0,0,171.8,2124.8
1,1308,13,2,0,1,14,2,5,41,25,16,598.6,14,73,88.8,175.8,"0",0,0,0,0,0,5.125,5.142857,0,0,-.1428571,-.4285712,0,0,175.8,2300.6
1,1308,13,2,0,1,15,2,5,44,25,19,589.6,14,67,88.8,169.8,"0",0,0,0,0,0,5.5,5.571429,0,0,-.5714288,-.1428571,0,0,169.8,2470.4
1,1409,14,2,0,2,1,1,4,48,33,15,566.4,16,47.2,88.8,152,"0",0,0,0,0,0,6,6.285714,,,-2.285714,,0,,152,152
1,1409,14,2,0,2,2,1,3,58,42,16,452.4,18,23.4,88.8,130.2,"0",0,0,0,0,0,7.25,7.857143,0,-1,-4.857143,-2.285714,0,0,130.2,282.2
1,1409,14,2,0,2,3,1,4,47,35,12,573.4,16,48.8,88.8,153.6,"0",0,0,0,0,0,5.875,6.142857,0,1,-2.142857,-4.857143,0,0,153.6,435.8
1,1409,14,2,0,2,4,1,8,61,36,25,402.6,8,52.8,88.8,149.6,"0",0,0,0,0,0,7.625,7.571429,0,4,.4285712,-2.142857,1,0,149.6,585.4
1,1409,14,2,0,2,5,1,2,61,42,19,402.6,20,13.2,88.8,122,"0",0,0,0,0,0,7.625,8.428572,0,-6,-6.428572,.4285712,0,1,122,707.4
1,1409,14,2,0,2,6,1,10,64,40,24,345.6,4,54,88.8,146.8,"0",0,0,0,0,0,8,7.714286,0,8,2.285714,-6.428572,1,0,146.8,854.2
1,1409,14,2,0,2,7,1,2,48,35,13,566.4,20,23.6,88.8,132.4,"0",0,0,0,0,0,6,6.571429,0,-8,-4.571429,2.285714,0,1,132.4,986.6
1,1409,14,2,0,2,8,2,1,52,36,16,530.4,22,10.2,88.8,121,"0",0,0,0,0,0,6.5,7.285714,0,-1,-6.285714,-4.571429,0,0,121,1107.6
1,1409,14,2,0,2,9,2,12,61,33,28,402.6,0,79.2,88.8,168,"0",0,0,0,0,0,7.625,7,0,11,5,-6.285714,1,0,168,1275.6
1,1409,14,2,0,2,10,2,3,44,35,9,589.6,18,40.2,88.8,147,"0",0,0,0,0,0,5.5,5.857143,0,-9,-2.857143,5,0,1,147,1422.6
1,1409,14,2,0,2,11,2,4,50,30,20,550,16,44,88.8,148.8,"0",0,0,0,0,0,6.25,6.571429,0,1,-2.571429,-2.857143,0,0,148.8,1571.4
1,1409,14,2,0,2,12,2,5,53,31,22,519.4,14,49,88.8,151.8,"0",0,0,0,0,0,6.625,6.857143,0,1,-1.857143,-2.571429,0,0,151.8,1723.2
1,1409,14,2,0,2,13,2,1,46,30,16,579.6,22,12.6,88.8,123.4,"0",0,0,0,0,0,5.75,6.428571,0,-4,-5.428571,-1.857143,0,0,123.4,1846.6
1,1409,14,2,0,2,14,2,0,49,32,17,558.6,24,0,88.8,112.8,"0",0,0,0,0,0,6.125,7,0,-1,-7,-5.428571,0,0,112.8,1959.4
1,1409,14,2,0,2,15,2,11,60,32,28,420,2,77,88.8,167.8,"0",0,0,0,0,0,7.5,7,0,11,4,-7,1,0,167.8,2127.2
1,1410,14,1,3,0,1,1,5,48,33,15,566.4,14,59,88.8,161.8,"1",3,0,0,3,1,6,6.142857,,,-1.142857,,0,,158.8,158.8
1,1410,14,1,3,0,2,1,7,58,42,16,452.4,10,54.6,88.8,153.4,"1",4,1,3,7,1,7.25,7.285714,0,2,-.2857141,-1.142857,0,0,146.4,305.2
1,1410,14,1,3,0,3,1,7,47,35,12,573.4,10,85.4,88.8,184.2,"1",0,0,0,0,1,5.875,5.714286,1,0,1.285714,-.2857141,1,0,184.2,489.4
1,1410,14,1,3,0,4,1,8,61,36,25,402.6,8,52.8,88.8,149.6,"1",0,1,3,3,1,7.625,7.571429,0,1,.4285712,1.285714,1,1,146.6,636
1,1410,14,1,3,0,5,1,9,61,42,19,402.6,6,59.4,88.8,154.2,"1",0,0,0,0,1,7.625,7.428571,1,1,1.571429,.4285712,1,1,154.2,790.2
1,1410,14,1,3,0,6,1,9,64,40,24,345.6,6,48.6,88.8,143.4,"1",0,0,0,0,1,8,7.857143,0,0,1.142857,1.571429,1,1,143.4,933.6
1,1410,14,1,3,0,7,1,7,48,35,13,566.4,10,82.6,88.8,181.4,"1",0,0,0,0,1,6,5.857143,0,-2,1.142857,1.142857,1,1,181.4,1115
1,1410,14,1,3,0,8,2,7,52,36,16,530.4,10,71.4,88.8,170.2,"1",0,0,0,0,1,6.5,6.428571,0,0,.5714288,1.142857,1,1,170.2,1285.2
1,1410,14,1,3,0,9,2,7,61,33,28,402.6,10,46.2,88.8,145,"1",0,0,0,0,1,7.625,7.714286,0,0,-.7142859,.5714288,0,1,145,1430.2
1,1410,14,1,3,0,10,2,8,44,35,9,589.6,8,107.2,88.8,204,"1",0,0,0,0,1,5.5,5.142857,0,1,2.857143,-.7142859,1,0,204,1634.2
1,1410,14,1,3,0,11,2,6,50,30,20,550,12,66,88.8,166.8,"1",0,0,0,0,1,6.25,6.285714,0,-2,-.2857141,2.857143,0,1,166.8,1801
1,1410,14,1,3,0,12,2,6,53,31,22,519.4,12,58.8,88.8,159.6,"1",0,0,0,0,1,6.625,6.714286,0,0,-.7142859,-.2857141,0,0,159.6,1960.6
1,1410,14,1,3,0,13,2,6,46,30,16,579.6,12,75.6,88.8,176.4,"1",0,0,0,0,1,5.75,5.714286,0,0,.2857141,-.7142859,1,0,176.4,2137
1,1410,14,1,3,0,14,2,7,49,32,17,558.6,10,79.8,88.8,178.6,"1",0,0,0,0,1,6.125,6,0,1,1,.2857141,1,1,178.6,2315.6
1,1410,14,1,3,0,15,2,6,60,32,28,420,12,42,88.8,142.8,"1",0,0,0,0,1,7.5,7.714286,0,-1,-1.714286,1,0,1,142.8,2458.4
1,1411,14,1,1,0,1,1,12,48,33,15,566.4,0,141.6,88.8,230.4,"1",0,3,9,9,1,6,5.142857,,,6.857143,,1,,221.4,221.4
1,1411,14,1,1,0,2,1,12,58,42,16,452.4,0,93.6,88.8,182.4,"1",3,3,9,12,1,7.25,6.571429,3,0,5.428571,6.857143,1,1,170.4,391.8
1,1411,14,1,1,0,3,1,7,47,35,12,573.4,10,85.4,88.8,184.2,"1",0,0,0,0,1,5.875,5.714286,3,-5,1.285714,5.428571,1,1,184.2,576
1,1411,14,1,1,0,4,1,7,61,36,25,402.6,10,46.2,88.8,145,"1",1,0,0,1,1,7.625,7.714286,0,0,-.7142859,1.285714,0,1,144,720
1,1411,14,1,1,0,5,1,8,61,42,19,402.6,8,52.8,88.8,149.6,"1",0,0,0,0,1,7.625,7.571429,0,1,.4285712,-.7142859,1,0,149.6,869.6
1,1411,14,1,1,0,6,1,6,64,40,24,345.6,12,32.4,88.8,133.2,"1",0,0,0,0,1,8,8.285714,0,-2,-2.285714,.4285712,0,1,133.2,1002.8
1,1411,14,1,1,0,7,1,7,48,35,13,566.4,10,82.6,88.8,181.4,"1",0,0,0,0,1,6,5.857143,0,1,1.142857,-2.285714,1,0,181.4,1184.2
1,1411,14,1,1,0,8,2,7,52,36,16,530.4,10,71.4,88.8,170.2,"1",0,0,0,0,1,6.5,6.428571,0,0,.5714288,1.142857,1,1,170.2,1354.4
1,1411,14,1,1,0,9,2,7,61,33,28,402.6,10,46.2,88.8,145,"1",0,0,0,0,1,7.625,7.714286,0,0,-.7142859,.5714288,0,1,145,1499.4
1,1411,14,1,1,0,10,2,7,44,35,9,589.6,10,93.8,88.8,192.6,"1",0,0,0,0,1,5.5,5.285714,0,0,1.714286,-.7142859,1,0,192.6,1692
1,1411,14,1,1,0,11,2,6,50,30,20,550,12,66,88.8,166.8,"1",0,0,0,0,1,6.25,6.285714,0,-1,-.2857141,1.714286,0,1,166.8,1858.8
1,1411,14,1,1,0,12,2,6,53,31,22,519.4,12,58.8,88.8,159.6,"1",0,0,0,0,1,6.625,6.714286,0,0,-.7142859,-.2857141,0,0,159.6,2018.4
1,1411,14,1,1,0,13,2,6,46,30,16,579.6,12,75.6,88.8,176.4,"1",0,0,0,0,1,5.75,5.714286,0,0,.2857141,-.7142859,1,0,176.4,2194.8
1,1411,14,1,1,0,14,2,8,49,32,17,558.6,8,91.2,88.8,188,"1",0,0,0,0,1,6.125,5.857143,0,2,2.142857,.2857141,1,1,188,2382.8
1,1411,14,1,1,0,15,2,6,60,32,28,420,12,42,88.8,142.8,"1",0,0,0,0,1,7.5,7.714286,0,-2,-1.714286,2.142857,0,1,142.8,2525.6
1,1412,14,2,0,1,1,1,5,48,33,15,566.4,14,59,88.8,161.8,"0",0,0,0,0,0,6,6.142857,,,-1.142857,,0,,161.8,161.8
1,1412,14,2,0,1,2,1,5,58,42,16,452.4,14,39,88.8,141.8,"0",0,0,0,0,0,7.25,7.571429,0,0,-2.571429,-1.142857,0,0,141.8,303.6
1,1412,14,2,0,1,3,1,5,47,35,12,573.4,14,61,88.8,163.8,"0",0,0,0,0,0,5.875,6,0,0,-1,-2.571429,0,0,163.8,467.4
1,1412,14,2,0,1,4,1,5,61,36,25,402.6,14,33,88.8,135.8,"0",0,0,0,0,0,7.625,8,0,0,-3,-1,0,0,135.8,603.2
1,1412,14,2,0,1,5,1,12,61,42,19,402.6,0,79.2,88.8,168,"0",0,0,0,0,0,7.625,7,0,7,5,-3,1,0,168,771.2
1,1412,14,2,0,1,6,1,5,64,40,24,345.6,14,27,88.8,129.8,"0",0,0,0,0,0,8,8.428572,0,-7,-3.428572,5,0,1,129.8,901
1,1412,14,2,0,1,7,1,5,48,35,13,566.4,14,59,88.8,161.8,"0",0,0,0,0,0,6,6.142857,0,0,-1.142857,-3.428572,0,0,161.8,1062.8
1,1412,14,2,0,1,8,2,5,52,36,16,530.4,14,51,88.8,153.8,"0",0,0,0,0,0,6.5,6.714286,0,0,-1.714286,-1.142857,0,0,153.8,1216.6
1,1412,14,2,0,1,9,2,6,61,33,28,402.6,12,39.6,88.8,140.4,"0",0,0,0,0,0,7.625,7.857143,0,1,-1.857143,-1.714286,0,0,140.4,1357
1,1412,14,2,0,1,10,2,5,44,35,9,589.6,14,67,88.8,169.8,"0",0,0,0,0,0,5.5,5.571429,0,-1,-.5714288,-1.857143,0,0,169.8,1526.8
1,1412,14,2,0,1,11,2,5,50,30,20,550,14,55,88.8,157.8,"0",0,0,0,0,0,6.25,6.428571,0,0,-1.428571,-.5714288,0,0,157.8,1684.6
1,1412,14,2,0,1,12,2,5,53,31,22,519.4,14,49,88.8,151.8,"0",0,0,0,0,0,6.625,6.857143,0,0,-1.857143,-1.428571,0,0,151.8,1836.4
1,1412,14,2,0,1,13,2,5,46,30,16,579.6,14,63,88.8,165.8,"0",0,0,0,0,0,5.75,5.857143,0,0,-.8571429,-1.857143,0,0,165.8,2002.2
1,1412,14,2,0,1,14,2,5,49,32,17,558.6,14,57,88.8,159.8,"0",0,0,0,0,0,6.125,6.285714,0,0,-1.285714,-.8571429,0,0,159.8,2162
1,1412,14,2,0,1,15,2,5,60,32,28,420,14,35,88.8,137.8,"0",0,0,0,0,0,7.5,7.857143,0,0,-2.857143,-1.285714,0,0,137.8,2299.8
1,1413,14,1,2,0,1,1,5,48,33,15,566.4,14,59,88.8,161.8,"1",0,0,0,0,1,6,6.142857,,,-1.142857,,0,,161.8,161.8
1,1413,14,1,2,0,2,1,12,58,42,16,452.4,0,93.6,88.8,182.4,"1",0,4,12,12,1,7.25,6.571429,0,7,5.428571,-1.142857,1,0,170.4,332.2
1,1413,14,1,2,0,3,1,7,47,35,12,573.4,10,85.4,88.8,184.2,"1",0,0,0,0,1,5.875,5.714286,4,-5,1.285714,5.428571,1,1,184.2,516.4
1,1413,14,1,2,0,4,1,7,61,36,25,402.6,10,46.2,88.8,145,"1",0,0,0,0,1,7.625,7.714286,0,0,-.7142859,1.285714,0,1,145,661.4
1,1413,14,1,2,0,5,1,9,61,42,19,402.6,6,59.4,88.8,154.2,"1",0,0,0,0,1,7.625,7.428571,0,2,1.571429,-.7142859,1,0,154.2,815.6
1,1413,14,1,2,0,6,1,8,64,40,24,345.6,8,43.2,88.8,140,"1",0,0,0,0,1,8,8,0,-1,0,1.571429,0,1,140,955.6
1,1413,14,1,2,0,7,1,7,48,35,13,566.4,10,82.6,88.8,181.4,"1",0,0,0,0,1,6,5.857143,0,-1,1.142857,0,1,0,181.4,1137
1,1413,14,1,2,0,8,2,7,52,36,16,530.4,10,71.4,88.8,170.2,"1",0,0,0,0,1,6.5,6.428571,0,0,.5714288,1.142857,1,1,170.2,1307.2
1,1413,14,1,2,0,9,2,6,61,33,28,402.6,12,39.6,88.8,140.4,"1",0,0,0,0,1,7.625,7.857143,0,-1,-1.857143,.5714288,0,1,140.4,1447.6
1,1413,14,1,2,0,10,2,6,44,35,9,589.6,12,80.4,88.8,181.2,"1",0,0,0,0,1,5.5,5.428571,0,0,.5714288,-1.857143,1,0,181.2,1628.8
1,1413,14,1,2,0,11,2,6,50,30,20,550,12,66,88.8,166.8,"1",0,0,0,0,1,6.25,6.285714,0,0,-.2857141,.5714288,0,1,166.8,1795.6
1,1413,14,1,2,0,12,2,6,53,31,22,519.4,12,58.8,88.8,159.6,"1",0,0,0,0,1,6.625,6.714286,0,0,-.7142859,-.2857141,0,0,159.6,1955.2
1,1413,14,1,2,0,13,2,6,46,30,16,579.6,12,75.6,88.8,176.4,"1",0,0,0,0,1,5.75,5.714286,0,0,.2857141,-.7142859,1,0,176.4,2131.6
1,1413,14,1,2,0,14,2,5,49,32,17,558.6,14,57,88.8,159.8,"1",0,0,0,0,1,6.125,6.285714,0,-1,-1.285714,.2857141,0,1,159.8,2291.4
1,1413,14,1,2,0,15,2,7,60,32,28,420,10,49,88.8,147.8,"1",0,0,0,0,1,7.5,7.571429,0,2,-.5714288,-1.285714,0,0,147.8,2439.2
1,1414,14,1,4,0,1,1,5,48,33,15,566.4,14,59,88.8,161.8,"1",0,0,0,0,1,6,6.142857,,,-1.142857,,0,,161.8,161.8
1,1414,14,1,4,0,2,1,6,58,42,16,452.4,12,46.8,88.8,147.6,"1",2,1,3,5,1,7.25,7.428571,0,1,-1.428571,-1.142857,0,0,142.6,304.4
1,1414,14,1,4,0,3,1,7,47,35,12,573.4,10,85.4,88.8,184.2,"1",0,0,0,0,1,5.875,5.714286,1,1,1.285714,-1.428571,1,0,184.2,488.6
1,1414,14,1,4,0,4,1,7,61,36,25,402.6,10,46.2,88.8,145,"1",0,0,0,0,1,7.625,7.714286,0,0,-.7142859,1.285714,0,1,145,633.6
1,1414,14,1,4,0,5,1,8,61,42,19,402.6,8,52.8,88.8,149.6,"1",0,0,0,0,1,7.625,7.571429,0,1,.4285712,-.7142859,1,0,149.6,783.2
1,1414,14,1,4,0,6,1,9,64,40,24,345.6,6,48.6,88.8,143.4,"1",0,0,0,0,1,8,7.857143,0,1,1.142857,.4285712,1,1,143.4,926.6
1,1414,14,1,4,0,7,1,7,48,35,13,566.4,10,82.6,88.8,181.4,"1",0,0,0,0,1,6,5.857143,0,-2,1.142857,1.142857,1,1,181.4,1108
1,1414,14,1,4,0,8,2,8,52,36,16,530.4,8,81.6,88.8,178.4,"1",0,0,0,0,1,6.5,6.285714,0,1,1.714286,1.142857,1,1,178.4,1286.4
1,1414,14,1,4,0,9,2,6,61,33,28,402.6,12,39.6,88.8,140.4,"1",0,0,0,0,1,7.625,7.857143,0,-2,-1.857143,1.714286,0,1,140.4,1426.8
1,1414,14,1,4,0,10,2,8,44,35,9,589.6,8,107.2,88.8,204,"1",0,0,0,0,1,5.5,5.142857,0,2,2.857143,-1.857143,1,0,204,1630.8
1,1414,14,1,4,0,11,2,6,50,30,20,550,12,66,88.8,166.8,"1",0,0,0,0,1,6.25,6.285714,0,-2,-.2857141,2.857143,0,1,166.8,1797.6
1,1414,14,1,4,0,12,2,7,53,31,22,519.4,10,68.6,88.8,167.4,"1",0,0,0,0,1,6.625,6.571429,0,1,.4285712,-.2857141,1,0,167.4,1965
1,1414,14,1,4,0,13,2,6,46,30,16,579.6,12,75.6,88.8,176.4,"1",0,0,0,0,1,5.75,5.714286,0,-1,.2857141,.4285712,1,1,176.4,2141.4
1,1414,14,1,4,0,14,2,6,49,32,17,558.6,12,68.4,88.8,169.2,"1",0,0,0,0,1,6.125,6.142857,0,0,-.1428571,.2857141,0,1,169.2,2310.6
1,1414,14,1,4,0,15,2,7,60,32,28,420,10,49,88.8,147.8,"1",0,0,0,0,1,7.5,7.571429,0,1,-.5714288,-.1428571,0,0,147.8,2458.4
1,1415,14,1,5,0,1,1,6,48,33,15,566.4,12,70.8,88.8,171.6,"1",0,0,0,0,1,6,6,,,0,,0,,171.6,171.6
1,1415,14,1,5,0,2,1,5,58,42,16,452.4,14,39,88.8,141.8,"1",0,0,0,0,1,7.25,7.571429,0,-1,-2.571429,0,0,0,141.8,313.4
1,1415,14,1,5,0,3,1,7,47,35,12,573.4,10,85.4,88.8,184.2,"1",0,0,0,0,1,5.875,5.714286,0,2,1.285714,-2.571429,1,0,184.2,497.6
1,1415,14,1,5,0,4,1,7,61,36,25,402.6,10,46.2,88.8,145,"1",0,0,0,0,1,7.625,7.714286,0,0,-.7142859,1.285714,0,1,145,642.6
1,1415,14,1,5,0,5,1,8,61,42,19,402.6,8,52.8,88.8,149.6,"1",0,0,0,0,1,7.625,7.571429,0,1,.4285712,-.7142859,1,0,149.6,792.2
1,1415,14,1,5,0,6,1,8,64,40,24,345.6,8,43.2,88.8,140,"1",0,0,0,0,1,8,8,0,0,0,.4285712,0,1,140,932.2
1,1415,14,1,5,0,7,1,7,48,35,13,566.4,10,82.6,88.8,181.4,"1",0,0,0,0,1,6,5.857143,0,-1,1.142857,0,1,0,181.4,1113.6
1,1415,14,1,5,0,8,2,7,52,36,16,530.4,10,71.4,88.8,170.2,"1",0,0,0,0,1,6.5,6.428571,0,0,.5714288,1.142857,1,1,170.2,1283.8
1,1415,14,1,5,0,9,2,7,61,33,28,402.6,10,46.2,88.8,145,"1",0,0,0,0,1,7.625,7.714286,0,0,-.7142859,.5714288,0,1,145,1428.8
1,1415,14,1,5,0,10,2,6,44,35,9,589.6,12,80.4,88.8,181.2,"1",0,0,0,0,1,5.5,5.428571,0,-1,.5714288,-.7142859,1,0,181.2,1610
1,1415,14,1,5,0,11,2,6,50,30,20,550,12,66,88.8,166.8,"1",0,0,0,0,1,6.25,6.285714,0,0,-.2857141,.5714288,0,1,166.8,1776.8
1,1415,14,1,5,0,12,2,6,53,31,22,519.4,12,58.8,88.8,159.6,"1",0,0,0,0,1,6.625,6.714286,0,0,-.7142859,-.2857141,0,0,159.6,1936.4
1,1415,14,1,5,0,13,2,6,46,30,16,579.6,12,75.6,88.8,176.4,"1",0,0,0,0,1,5.75,5.714286,0,0,.2857141,-.7142859,1,0,176.4,2112.8
1,1415,14,1,5,0,14,2,6,49,32,17,558.6,12,68.4,88.8,169.2,"1",0,0,0,0,1,6.125,6.142857,0,0,-.1428571,.2857141,0,1,169.2,2282
1,1415,14,1,5,0,15,2,6,60,32,28,420,12,42,88.8,142.8,"1",0,0,0,0,1,7.5,7.714286,0,0,-1.714286,-.1428571,0,0,142.8,2424.8
1,1416,14,2,0,3,1,1,6,48,33,15,566.4,12,70.8,88.8,171.6,"0",0,0,0,0,0,6,6,,,0,,0,,171.6,171.6
1,1416,14,2,0,3,2,1,8,58,42,16,452.4,8,62.4,88.8,159.2,"0",0,0,0,0,0,7.25,7.142857,0,2,.8571429,0,1,0,159.2,330.8
1,1416,14,2,0,3,3,1,3,47,35,12,573.4,18,36.6,88.8,143.4,"0",0,0,0,0,0,5.875,6.285714,0,-5,-3.285714,.8571429,0,1,143.4,474.2
1,1416,14,2,0,3,4,1,12,61,36,25,402.6,0,79.2,88.8,168,"0",0,0,0,0,0,7.625,7,0,9,5,-3.285714,1,0,168,642.2
1,1416,14,2,0,3,5,1,5,61,42,19,402.6,14,33,88.8,135.8,"0",0,0,0,0,0,7.625,8,0,-7,-3,5,0,1,135.8,778
1,1416,14,2,0,3,6,1,9,64,40,24,345.6,6,48.6,88.8,143.4,"0",0,0,0,0,0,8,7.857143,0,4,1.142857,-3,1,0,143.4,921.4
1,1416,14,2,0,3,7,1,6,48,35,13,566.4,12,70.8,88.8,171.6,"0",0,0,0,0,0,6,6,0,-3,0,1.142857,0,1,171.6,1093
1,1416,14,2,0,3,8,2,10,52,36,16,530.4,4,102,88.8,194.8,"0",0,0,0,0,0,6.5,6,0,4,4,0,1,0,194.8,1287.8
1,1416,14,2,0,3,9,2,10,61,33,28,402.6,4,66,88.8,158.8,"0",0,0,0,0,0,7.625,7.285714,0,0,2.714286,4,1,1,158.8,1446.6
1,1416,14,2,0,3,10,2,1,44,35,9,589.6,22,13.4,88.8,124.2,"0",0,0,0,0,0,5.5,6.142857,0,-9,-5.142857,2.714286,0,1,124.2,1570.8
1,1416,14,2,0,3,11,2,11,50,30,20,550,2,121,88.8,211.8,"0",0,0,0,0,0,6.25,5.571429,0,10,5.428571,-5.142857,1,0,211.8,1782.6
1,1416,14,2,0,3,12,2,12,53,31,22,519.4,0,117.6,88.8,206.4,"0",0,0,0,0,0,6.625,5.857143,0,1,6.142857,5.428571,1,1,206.4,1989
1,1416,14,2,0,3,13,2,10,46,30,16,579.6,4,126,88.8,218.8,"0",0,0,0,0,0,5.75,5.142857,0,-2,4.857143,6.142857,1,1,218.8,2207.8
1,1416,14,2,0,3,14,2,12,49,32,17,558.6,0,136.8,88.8,225.6,"0",0,0,0,0,0,6.125,5.285714,0,2,6.714286,4.857143,1,1,225.6,2433.4
1,1416,14,2,0,3,15,2,12,60,32,28,420,0,84,88.8,172.8,"0",0,0,0,0,0,7.5,6.857143,0,0,5.142857,6.714286,1,1,172.8,2606.2
2,2101,21,2,0,2,1,1,2,43,30,13,593.4,20,27.6,88.8,136.4,"1",0,0,0,0,1,5.375,5.857143,,,-3.857143,,0,,136.4,136.4
2,2101,21,2,0,2,2,1,5,48,32,16,566.4,14,59,88.8,161.8,"1",0,0,0,0,1,6,6.142857,0,3,-1.142857,-3.857143,0,0,161.8,298.2
2,2101,21,2,0,2,3,1,7,40,25,15,600,10,105,88.8,203.8,"1",0,0,0,0,1,5,4.714286,0,2,2.285714,-1.142857,1,0,203.8,502
2,2101,21,2,0,2,4,1,8,46,28,18,579.6,8,100.8,88.8,197.6,"1",0,10,30,30,1,5.75,5.428571,0,1,2.571429,2.285714,1,1,167.6,669.6
2,2101,21,2,0,2,5,1,5,45,27,18,585,14,65,88.8,167.8,"0",0,0,0,0,0,5.625,5.714286,10,-3,-.7142859,2.571429,0,1,167.8,837.4
2,2101,21,2,0,2,6,1,6,58,36,22,452.4,12,46.8,88.8,147.6,"1",0,0,0,0,1,7.25,7.428571,0,1,-1.428571,-.7142859,0,0,147.6,985
2,2101,21,2,0,2,7,1,4,44,25,19,589.6,16,53.6,88.8,158.4,"1",0,0,0,0,1,5.5,5.714286,0,-2,-1.714286,-1.428571,0,0,158.4,1143.4
2,2101,21,2,0,2,8,2,5,49,27,22,558.6,14,57,88.8,159.8,"0",0,0,0,0,0,6.125,6.285714,0,1,-1.285714,-1.714286,0,0,159.8,1303.2
2,2101,21,2,0,2,9,2,6,48,25,23,566.4,12,70.8,88.8,171.6,"0",0,0,0,0,0,6,6,0,1,0,-1.285714,0,0,171.6,1474.8
2,2101,21,2,0,2,10,2,7,47,25,22,573.4,10,85.4,88.8,184.2,"0",0,0,0,0,0,5.875,5.714286,0,1,1.285714,0,1,0,184.2,1659
2,2101,21,2,0,2,11,2,8,55,30,25,495,8,72,88.8,168.8,"0",0,0,0,0,0,6.875,6.714286,0,1,1.285714,1.285714,1,1,168.8,1827.8
2,2101,21,2,0,2,12,2,7,46,25,21,579.6,10,88.2,88.8,187,"1",0,13,39,39,1,5.75,5.571429,0,-1,1.428571,1.285714,1,1,148,1975.8
2,2101,21,2,0,2,13,2,7,46,25,21,579.6,10,88.2,88.8,187,"1",0,14,42,42,1,5.75,5.571429,13,0,1.428571,1.428571,1,1,145,2120.8
2,2101,21,2,0,2,14,2,8,47,25,22,573.4,8,97.6,88.8,194.4,"0",0,0,0,0,0,5.875,5.571429,14,1,2.428571,1.428571,1,1,194.4,2315.2
2,2101,21,2,0,2,15,2,8,54,28,26,507.6,8,75.2,88.8,172,"1",0,6,18,18,1,6.75,6.571429,0,0,1.428571,2.428571,1,1,154,2469.2
2,2102,21,1,5,0,1,1,6,43,30,13,593.4,12,82.8,88.8,183.6,"1",0,0,0,0,1,5.375,5.285714,,,.7142859,,1,,183.6,183.6
2,2102,21,1,5,0,2,1,6,48,32,16,566.4,12,70.8,88.8,171.6,"1",0,0,0,0,1,6,6,0,0,0,.7142859,0,1,171.6,355.2
2,2102,21,1,5,0,3,1,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,-1,0,0,0,0,177.8,533
2,2102,21,1,5,0,4,1,5,46,28,18,579.6,14,63,88.8,165.8,"1",0,0,0,0,1,5.75,5.857143,0,0,-.8571429,0,0,0,165.8,698.8
2,2102,21,1,5,0,5,1,5,45,27,18,585,14,65,88.8,167.8,"1",0,0,0,0,1,5.625,5.714286,0,0,-.7142859,-.8571429,0,0,167.8,866.6
