treatment,subject,group,type,group1_id,group2_id,period,first,h,group_h,in_h,out_h,shp,pp,hp,transfer,ip,typep,s_a,s,s_v,s_l,mon,g_norm,other_g_norm,ls,deltah,dev,ldev,OverUnder,lOverUnder,fp,cp
1,1213,12,2,0,3,7,1,10,56,27,29,481.6,4,86,88.8,178.8,"0",0,0,0,0,0,7,6.571429,0,2,3.428571,.1428571,1,1,178.8,982.4
1,1213,12,2,0,3,8,2,5,57,33,24,467.4,14,41,88.8,143.8,"0",0,0,0,0,0,7.125,7.428571,0,-5,-2.428571,3.428571,0,1,143.8,1126.2
1,1213,12,2,0,3,9,2,5,43,20,23,593.4,14,69,88.8,171.8,"0",0,0,0,0,0,5.375,5.428571,0,0,-.4285712,-2.428571,0,0,171.8,1298
1,1213,12,2,0,3,10,2,5,48,25,23,566.4,14,59,88.8,161.8,"0",0,0,0,0,0,6,6.142857,0,0,-1.142857,-.4285712,0,0,161.8,1459.8
1,1213,12,2,0,3,11,2,5,47,22,25,573.4,14,61,88.8,163.8,"0",0,0,0,0,0,5.875,6,0,0,-1,-1.142857,0,0,163.8,1623.6
1,1213,12,2,0,3,12,2,5,52,27,25,530.4,14,51,88.8,153.8,"0",0,0,0,0,0,6.5,6.714286,0,0,-1.714286,-1,0,0,153.8,1777.4
1,1213,12,2,0,3,13,2,10,62,33,29,384.4,4,62,88.8,154.8,"0",0,0,0,0,0,7.75,7.428571,0,5,2.571429,-1.714286,1,0,154.8,1932.2
1,1213,12,2,0,3,14,2,5,68,44,24,258.4,14,19,88.8,121.8,"0",0,0,0,0,0,8.5,9,0,-5,-4,2.571429,0,1,121.8,2054
1,1213,12,2,0,3,15,2,8,61,33,28,402.6,8,52.8,88.8,149.6,"0",0,0,0,0,0,7.625,7.571429,0,3,.4285712,-4,1,0,149.6,2203.6
1,1214,12,1,3,0,1,1,5,58,31,27,452.4,14,39,88.8,141.8,"1",0,0,0,0,1,7.25,7.571429,,,-2.571429,,0,,141.8,141.8
1,1214,12,1,3,0,2,1,5,59,33,26,436.6,14,37,88.8,139.8,"1",0,0,0,0,1,7.375,7.714286,0,0,-2.714286,-2.571429,0,0,139.8,281.6
1,1214,12,1,3,0,3,1,4,62,39,23,384.4,16,24.8,88.8,129.6,"1",0,0,0,0,1,7.75,8.285714,0,-1,-4.285714,-2.714286,0,0,129.6,411.2
1,1214,12,1,3,0,4,1,5,63,37,26,365.4,14,29,88.8,131.8,"1",0,0,0,0,1,7.875,8.285714,0,1,-3.285714,-4.285714,0,0,131.8,543
1,1214,12,1,3,0,5,1,6,65,31,34,325,12,30,88.8,130.8,"1",0,0,0,0,1,8.125,8.428572,0,1,-2.428572,-3.285714,0,0,130.8,673.8
1,1214,12,1,3,0,6,1,6,63,36,27,365.4,12,34.8,88.8,135.6,"1",0,0,0,0,1,7.875,8.142858,0,0,-2.142858,-2.428572,0,0,135.6,809.4
1,1214,12,1,3,0,7,1,5,56,27,29,481.6,14,43,88.8,145.8,"1",0,0,0,0,1,7,7.285714,0,-1,-2.285714,-2.142858,0,0,145.8,955.2
1,1214,12,1,3,0,8,2,6,57,33,24,467.4,12,49.2,88.8,150,"1",0,0,0,0,1,7.125,7.285714,0,1,-1.285714,-2.285714,0,0,150,1105.2
1,1214,12,1,3,0,9,2,4,43,20,23,593.4,16,55.2,88.8,160,"1",0,0,0,0,1,5.375,5.571429,0,-2,-1.571429,-1.285714,0,0,160,1265.2
1,1214,12,1,3,0,10,2,4,48,25,23,566.4,16,47.2,88.8,152,"1",1,0,0,1,1,6,6.285714,0,0,-2.285714,-1.571429,0,0,151,1416.2
1,1214,12,1,3,0,11,2,4,47,22,25,573.4,16,48.8,88.8,153.6,"1",0,0,0,0,1,5.875,6.142857,0,0,-2.142857,-2.285714,0,0,153.6,1569.8
1,1214,12,1,3,0,12,2,4,52,27,25,530.4,16,40.8,88.8,145.6,"1",0,0,0,0,1,6.5,6.857143,0,0,-2.857143,-2.142857,0,0,145.6,1715.4
1,1214,12,1,3,0,13,2,5,62,33,29,384.4,14,31,88.8,133.8,"1",0,0,0,0,1,7.75,8.142858,0,1,-3.142858,-2.857143,0,0,133.8,1849.2
1,1214,12,1,3,0,14,2,7,68,44,24,258.4,10,26.6,88.8,125.4,"1",0,0,0,0,1,8.5,8.714286,0,2,-1.714286,-3.142858,0,0,125.4,1974.6
1,1214,12,1,3,0,15,2,5,61,33,28,402.6,14,33,88.8,135.8,"1",0,0,0,0,1,7.625,8,0,-2,-3,-1.714286,0,0,135.8,2110.4
1,1215,12,1,4,0,1,1,5,58,31,27,452.4,14,39,88.8,141.8,"1",2,0,0,2,1,7.25,7.571429,,,-2.571429,,0,,139.8,139.8
1,1215,12,1,4,0,2,1,7,59,33,26,436.6,10,51.8,88.8,150.6,"1",0,0,0,0,1,7.375,7.428571,0,2,-.4285712,-2.571429,0,0,150.6,290.4
1,1215,12,1,4,0,3,1,10,62,39,23,384.4,4,62,88.8,154.8,"1",0,0,0,0,1,7.75,7.428571,0,3,2.571429,-.4285712,1,0,154.8,445.2
1,1215,12,1,4,0,4,1,9,63,37,26,365.4,6,52.2,88.8,147,"1",2,0,0,2,1,7.875,7.714286,0,-1,1.285714,2.571429,1,1,145,590.2
1,1215,12,1,4,0,5,1,6,65,31,34,325,12,30,88.8,130.8,"1",0,0,0,0,1,8.125,8.428572,0,-3,-2.428572,1.285714,0,1,130.8,721
1,1215,12,1,4,0,6,1,7,63,36,27,365.4,10,40.6,88.8,139.4,"1",4,0,0,4,1,7.875,8,0,1,-1,-2.428572,0,0,135.4,856.4
1,1215,12,1,4,0,7,1,6,56,27,29,481.6,12,51.6,88.8,152.4,"1",0,0,0,0,1,7,7.142857,0,-1,-1.142857,-1,0,0,152.4,1008.8
1,1215,12,1,4,0,8,2,4,57,33,24,467.4,16,32.8,88.8,137.6,"1",2,0,0,2,1,7.125,7.571429,0,-2,-3.571429,-1.142857,0,0,135.6,1144.4
1,1215,12,1,4,0,9,2,4,43,20,23,593.4,16,55.2,88.8,160,"1",0,0,0,0,1,5.375,5.571429,0,0,-1.571429,-3.571429,0,0,160,1304.4
1,1215,12,1,4,0,10,2,4,48,25,23,566.4,16,47.2,88.8,152,"1",0,0,0,0,1,6,6.285714,0,0,-2.285714,-1.571429,0,0,152,1456.4
1,1215,12,1,4,0,11,2,4,47,22,25,573.4,16,48.8,88.8,153.6,"1",0,0,0,0,1,5.875,6.142857,0,0,-2.142857,-2.285714,0,0,153.6,1610
1,1215,12,1,4,0,12,2,9,52,27,25,530.4,6,91.8,88.8,186.6,"1",0,5,15,15,1,6.5,6.142857,0,5,2.857143,-2.142857,1,0,171.6,1781.6
1,1215,12,1,4,0,13,2,6,62,33,29,384.4,12,37.2,88.8,138,"1",0,0,0,0,1,7.75,8,5,-3,-2,2.857143,0,1,138,1919.6
1,1215,12,1,4,0,14,2,12,68,44,24,258.4,0,45.6,88.8,134.4,"1",0,0,0,0,1,8.5,8,0,6,4,-2,1,0,134.4,2054
1,1215,12,1,4,0,15,2,8,61,33,28,402.6,8,52.8,88.8,149.6,"1",0,0,0,0,1,7.625,7.571429,0,-4,.4285712,4,1,1,149.6,2203.6
1,1216,12,2,0,1,1,1,10,58,31,27,452.4,4,78,88.8,170.8,"0",0,0,0,0,0,7.25,6.857143,,,3.142857,,1,,170.8,170.8
1,1216,12,2,0,1,2,1,11,59,33,26,436.6,2,81.4,88.8,172.2,"0",0,0,0,0,0,7.375,6.857143,0,1,4.142857,3.142857,1,1,172.2,343
1,1216,12,2,0,1,3,1,11,62,39,23,384.4,2,68.2,88.8,159,"0",0,0,0,0,0,7.75,7.285714,0,0,3.714286,4.142857,1,1,159,502
1,1216,12,2,0,1,4,1,10,63,37,26,365.4,4,58,88.8,150.8,"0",0,0,0,0,0,7.875,7.571429,0,-1,2.428571,3.714286,1,1,150.8,652.8
1,1216,12,2,0,1,5,1,10,65,31,34,325,4,50,88.8,142.8,"0",0,0,0,0,0,8.125,7.857143,0,0,2.142857,2.428571,1,1,142.8,795.6
1,1216,12,2,0,1,6,1,7,63,36,27,365.4,10,40.6,88.8,139.4,"0",0,0,0,0,0,7.875,8,0,-3,-1,2.142857,0,1,139.4,935
1,1216,12,2,0,1,7,1,7,56,27,29,481.6,10,60.2,88.8,159,"0",0,0,0,0,0,7,7,0,0,0,-1,0,0,159,1094
1,1216,12,2,0,1,8,2,7,57,33,24,467.4,10,57.4,88.8,156.2,"0",0,0,0,0,0,7.125,7.142857,0,0,-.1428571,0,0,0,156.2,1250.2
1,1216,12,2,0,1,9,2,6,43,20,23,593.4,12,82.8,88.8,183.6,"0",0,0,0,0,0,5.375,5.285714,0,-1,.7142859,-.1428571,1,0,183.6,1433.8
1,1216,12,2,0,1,10,2,6,48,25,23,566.4,12,70.8,88.8,171.6,"0",0,0,0,0,0,6,6,0,0,0,.7142859,0,1,171.6,1605.4
1,1216,12,2,0,1,11,2,8,47,22,25,573.4,8,97.6,88.8,194.4,"0",0,0,0,0,0,5.875,5.571429,0,2,2.428571,0,1,0,194.4,1799.8
1,1216,12,2,0,1,12,2,8,52,27,25,530.4,8,81.6,88.8,178.4,"0",0,0,0,0,0,6.5,6.285714,0,0,1.714286,2.428571,1,1,178.4,1978.2
1,1216,12,2,0,1,13,2,7,62,33,29,384.4,10,43.4,88.8,142.2,"0",0,0,0,0,0,7.75,7.857143,0,-1,-.8571429,1.714286,0,1,142.2,2120.4
1,1216,12,2,0,1,14,2,7,68,44,24,258.4,10,26.6,88.8,125.4,"0",0,0,0,0,0,8.5,8.714286,0,0,-1.714286,-.8571429,0,0,125.4,2245.8
1,1216,12,2,0,1,15,2,8,61,33,28,402.6,8,52.8,88.8,149.6,"0",0,0,0,0,0,7.625,7.571429,0,1,.4285712,-1.714286,1,0,149.6,2395.4
1,1301,13,1,4,0,1,1,5,36,28,8,597.6,14,83,88.8,185.8,"1",0,0,0,0,1,4.5,4.428571,,,.5714288,,1,,185.8,185.8
1,1301,13,1,4,0,2,1,8,40,28,12,600,8,120,88.8,216.8,"1",0,11,33,33,1,5,4.571429,0,3,3.428571,.5714288,1,1,183.8,369.6
1,1301,13,1,4,0,3,1,5,37,25,12,599.4,14,81,88.8,183.8,"1",0,0,0,0,1,4.625,4.571429,11,-3,.4285712,3.428571,1,1,183.8,553.4
1,1301,13,1,4,0,4,1,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,0,0,.4285712,0,1,177.8,731.2
1,1301,13,1,4,0,5,1,5,38,25,13,600.4,14,79,88.8,181.8,"1",0,0,0,0,1,4.75,4.714286,0,0,.2857141,0,1,0,181.8,913
1,1301,13,1,4,0,6,1,5,39,25,14,600.6,14,77,88.8,179.8,"1",0,0,0,0,1,4.875,4.857143,0,0,.1428571,.2857141,1,1,179.8,1092.8
1,1301,13,1,4,0,7,1,5,42,25,17,596.4,14,71,88.8,173.8,"1",0,0,0,0,1,5.25,5.285714,0,0,-.2857141,.1428571,0,1,173.8,1266.6
1,1301,13,1,4,0,8,2,5,39,25,14,600.6,14,77,88.8,179.8,"1",0,0,0,0,1,4.875,4.857143,0,0,.1428571,-.2857141,1,0,179.8,1446.4
1,1301,13,1,4,0,9,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",0,0,0,0,1,5.875,6,0,0,-1,.1428571,0,1,163.8,1610.2
1,1301,13,1,4,0,10,2,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,0,0,-1,0,0,177.8,1788
1,1301,13,1,4,0,11,2,5,42,25,17,596.4,14,71,88.8,173.8,"1",0,0,0,0,1,5.25,5.285714,0,0,-.2857141,0,0,0,173.8,1961.8
1,1301,13,1,4,0,12,2,5,43,25,18,593.4,14,69,88.8,171.8,"1",0,0,0,0,1,5.375,5.428571,0,0,-.4285712,-.2857141,0,0,171.8,2133.6
1,1301,13,1,4,0,13,2,5,43,25,18,593.4,14,69,88.8,171.8,"1",0,0,0,0,1,5.375,5.428571,0,0,-.4285712,-.4285712,0,0,171.8,2305.4
1,1301,13,1,4,0,14,2,5,41,25,16,598.6,14,73,88.8,175.8,"1",0,0,0,0,1,5.125,5.142857,0,0,-.1428571,-.4285712,0,0,175.8,2481.2
1,1301,13,1,4,0,15,2,5,44,25,19,589.6,14,67,88.8,169.8,"1",0,0,0,0,1,5.5,5.571429,0,0,-.5714288,-.1428571,0,0,169.8,2651
1,1302,13,1,5,0,1,1,5,36,28,8,597.6,14,83,88.8,185.8,"1",4,0,0,4,1,4.5,4.428571,,,.5714288,,1,,181.8,181.8
1,1302,13,1,5,0,2,1,5,40,28,12,600,14,75,88.8,177.8,"1",2,0,0,2,1,5,5,0,0,0,.5714288,0,1,175.8,357.6
1,1302,13,1,5,0,3,1,5,37,25,12,599.4,14,81,88.8,183.8,"1",0,0,0,0,1,4.625,4.571429,0,0,.4285712,0,1,0,183.8,541.4
1,1302,13,1,5,0,4,1,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,0,0,.4285712,0,1,177.8,719.2
1,1302,13,1,5,0,5,1,5,38,25,13,600.4,14,79,88.8,181.8,"1",0,0,0,0,1,4.75,4.714286,0,0,.2857141,0,1,0,181.8,901
1,1302,13,1,5,0,6,1,5,39,25,14,600.6,14,77,88.8,179.8,"1",0,0,0,0,1,4.875,4.857143,0,0,.1428571,.2857141,1,1,179.8,1080.8
1,1302,13,1,5,0,7,1,5,42,25,17,596.4,14,71,88.8,173.8,"1",0,0,0,0,1,5.25,5.285714,0,0,-.2857141,.1428571,0,1,173.8,1254.6
1,1302,13,1,5,0,8,2,5,39,25,14,600.6,14,77,88.8,179.8,"1",0,0,0,0,1,4.875,4.857143,0,0,.1428571,-.2857141,1,0,179.8,1434.4
1,1302,13,1,5,0,9,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",0,0,0,0,1,5.875,6,0,0,-1,.1428571,0,1,163.8,1598.2
1,1302,13,1,5,0,10,2,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,0,0,-1,0,0,177.8,1776
1,1302,13,1,5,0,11,2,5,42,25,17,596.4,14,71,88.8,173.8,"1",0,0,0,0,1,5.25,5.285714,0,0,-.2857141,0,0,0,173.8,1949.8
1,1302,13,1,5,0,12,2,5,43,25,18,593.4,14,69,88.8,171.8,"1",0,0,0,0,1,5.375,5.428571,0,0,-.4285712,-.2857141,0,0,171.8,2121.6
1,1302,13,1,5,0,13,2,5,43,25,18,593.4,14,69,88.8,171.8,"1",0,0,0,0,1,5.375,5.428571,0,0,-.4285712,-.4285712,0,0,171.8,2293.4
1,1302,13,1,5,0,14,2,5,41,25,16,598.6,14,73,88.8,175.8,"1",0,0,0,0,1,5.125,5.142857,0,0,-.1428571,-.4285712,0,0,175.8,2469.2
1,1302,13,1,5,0,15,2,5,44,25,19,589.6,14,67,88.8,169.8,"1",0,0,0,0,1,5.5,5.571429,0,0,-.5714288,-.1428571,0,0,169.8,2639
1,1303,13,2,0,3,1,1,2,36,28,8,597.6,20,33.2,88.8,142,"0",0,0,0,0,0,4.5,4.857143,,,-2.857143,,0,,142,142
1,1303,13,2,0,3,2,1,3,40,28,12,600,18,45,88.8,151.8,"0",0,0,0,0,0,5,5.285714,0,1,-2.285714,-2.857143,0,0,151.8,293.8
1,1303,13,2,0,3,3,1,3,37,25,12,599.4,18,48.6,88.8,155.4,"0",0,0,0,0,0,4.625,4.857143,0,0,-1.857143,-2.285714,0,0,155.4,449.2
1,1303,13,2,0,3,4,1,4,40,25,15,600,16,60,88.8,164.8,"0",0,0,0,0,0,5,5.142857,0,1,-1.142857,-1.857143,0,0,164.8,614
1,1303,13,2,0,3,5,1,4,38,25,13,600.4,16,63.2,88.8,168,"0",0,0,0,0,0,4.75,4.857143,0,0,-.8571429,-1.142857,0,0,168,782
1,1303,13,2,0,3,6,1,5,39,25,14,600.6,14,77,88.8,179.8,"0",0,0,0,0,0,4.875,4.857143,0,1,.1428571,-.8571429,1,0,179.8,961.8
1,1303,13,2,0,3,7,1,6,42,25,17,596.4,12,85.2,88.8,186,"0",0,0,0,0,0,5.25,5.142857,0,1,.8571429,.1428571,1,1,186,1147.8
1,1303,13,2,0,3,8,2,6,39,25,14,600.6,12,92.4,88.8,193.2,"0",0,0,0,0,0,4.875,4.714286,0,0,1.285714,.8571429,1,1,193.2,1341
1,1303,13,2,0,3,9,2,7,47,25,22,573.4,10,85.4,88.8,184.2,"0",0,0,0,0,0,5.875,5.714286,0,1,1.285714,1.285714,1,1,184.2,1525.2
1,1303,13,2,0,3,10,2,7,40,25,15,600,10,105,88.8,203.8,"0",0,0,0,0,0,5,4.714286,0,0,2.285714,1.285714,1,1,203.8,1729
1,1303,13,2,0,3,11,2,7,42,25,17,596.4,10,99.4,88.8,198.2,"0",0,0,0,0,0,5.25,5,0,0,2,2.285714,1,1,198.2,1927.2
1,1303,13,2,0,3,12,2,6,43,25,18,593.4,12,82.8,88.8,183.6,"0",0,0,0,0,0,5.375,5.285714,0,-1,.7142859,2,1,1,183.6,2110.8
1,1303,13,2,0,3,13,2,6,43,25,18,593.4,12,82.8,88.8,183.6,"0",0,0,0,0,0,5.375,5.285714,0,0,.7142859,.7142859,1,1,183.6,2294.4
1,1303,13,2,0,3,14,2,6,41,25,16,598.6,12,87.6,88.8,188.4,"0",0,0,0,0,0,5.125,5,0,0,1,.7142859,1,1,188.4,2482.8
1,1303,13,2,0,3,15,2,7,44,25,19,589.6,10,93.8,88.8,192.6,"0",0,0,0,0,0,5.5,5.285714,0,1,1.714286,1,1,1,192.6,2675.4
1,1304,13,1,3,0,1,1,5,36,28,8,597.6,14,83,88.8,185.8,"1",0,0,0,0,1,4.5,4.428571,,,.5714288,,1,,185.8,185.8
1,1304,13,1,3,0,2,1,5,40,28,12,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,0,0,.5714288,0,1,177.8,363.6
1,1304,13,1,3,0,3,1,5,37,25,12,599.4,14,81,88.8,183.8,"1",0,0,0,0,1,4.625,4.571429,0,0,.4285712,0,1,0,183.8,547.4
1,1304,13,1,3,0,4,1,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,0,0,.4285712,0,1,177.8,725.2
1,1304,13,1,3,0,5,1,5,38,25,13,600.4,14,79,88.8,181.8,"1",0,0,0,0,1,4.75,4.714286,0,0,.2857141,0,1,0,181.8,907
1,1304,13,1,3,0,6,1,5,39,25,14,600.6,14,77,88.8,179.8,"1",0,0,0,0,1,4.875,4.857143,0,0,.1428571,.2857141,1,1,179.8,1086.8
1,1304,13,1,3,0,7,1,5,42,25,17,596.4,14,71,88.8,173.8,"1",0,0,0,0,1,5.25,5.285714,0,0,-.2857141,.1428571,0,1,173.8,1260.6
1,1304,13,1,3,0,8,2,5,39,25,14,600.6,14,77,88.8,179.8,"1",0,0,0,0,1,4.875,4.857143,0,0,.1428571,-.2857141,1,0,179.8,1440.4
1,1304,13,1,3,0,9,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",0,0,0,0,1,5.875,6,0,0,-1,.1428571,0,1,163.8,1604.2
1,1304,13,1,3,0,10,2,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,0,0,-1,0,0,177.8,1782
1,1304,13,1,3,0,11,2,5,42,25,17,596.4,14,71,88.8,173.8,"1",0,0,0,0,1,5.25,5.285714,0,0,-.2857141,0,0,0,173.8,1955.8
1,1304,13,1,3,0,12,2,5,43,25,18,593.4,14,69,88.8,171.8,"1",0,0,0,0,1,5.375,5.428571,0,0,-.4285712,-.2857141,0,0,171.8,2127.6
1,1304,13,1,3,0,13,2,5,43,25,18,593.4,14,69,88.8,171.8,"1",0,0,0,0,1,5.375,5.428571,0,0,-.4285712,-.4285712,0,0,171.8,2299.4
1,1304,13,1,3,0,14,2,5,41,25,16,598.6,14,73,88.8,175.8,"1",0,0,0,0,1,5.125,5.142857,0,0,-.1428571,-.4285712,0,0,175.8,2475.2
1,1304,13,1,3,0,15,2,5,44,25,19,589.6,14,67,88.8,169.8,"1",0,0,0,0,1,5.5,5.571429,0,0,-.5714288,-.1428571,0,0,169.8,2645
1,1305,13,2,0,2,1,1,3,36,28,8,597.6,18,49.8,88.8,156.6,"0",0,0,0,0,0,4.5,4.714286,,,-1.714286,,0,,156.6,156.6
1,1305,13,2,0,2,2,1,5,40,28,12,600,14,75,88.8,177.8,"0",0,0,0,0,0,5,5,0,2,0,-1.714286,0,0,177.8,334.4
1,1305,13,2,0,2,3,1,5,37,25,12,599.4,14,81,88.8,183.8,"0",0,0,0,0,0,4.625,4.571429,0,0,.4285712,0,1,0,183.8,518.2
1,1305,13,2,0,2,4,1,7,40,25,15,600,10,105,88.8,203.8,"0",0,0,0,0,0,5,4.714286,0,2,2.285714,.4285712,1,1,203.8,722
1,1305,13,2,0,2,5,1,6,38,25,13,600.4,12,94.8,88.8,195.6,"0",0,0,0,0,0,4.75,4.571429,0,-1,1.428571,2.285714,1,1,195.6,917.6
1,1305,13,2,0,2,6,1,5,39,25,14,600.6,14,77,88.8,179.8,"0",0,0,0,0,0,4.875,4.857143,0,-1,.1428571,1.428571,1,1,179.8,1097.4
1,1305,13,2,0,2,7,1,7,42,25,17,596.4,10,99.4,88.8,198.2,"0",0,0,0,0,0,5.25,5,0,2,2,.1428571,1,1,198.2,1295.6
1,1305,13,2,0,2,8,2,5,39,25,14,600.6,14,77,88.8,179.8,"0",0,0,0,0,0,4.875,4.857143,0,-2,.1428571,2,1,1,179.8,1475.4
1,1305,13,2,0,2,9,2,10,47,25,22,573.4,4,122,88.8,214.8,"0",0,0,0,0,0,5.875,5.285714,0,5,4.714286,.1428571,1,1,214.8,1690.2
1,1305,13,2,0,2,10,2,4,40,25,15,600,16,60,88.8,164.8,"0",0,0,0,0,0,5,5.142857,0,-6,-1.142857,4.714286,0,1,164.8,1855
1,1305,13,2,0,2,11,2,6,42,25,17,596.4,12,85.2,88.8,186,"0",0,0,0,0,0,5.25,5.142857,0,2,.8571429,-1.142857,1,0,186,2041
1,1305,13,2,0,2,12,2,7,43,25,18,593.4,10,96.6,88.8,195.4,"0",0,0,0,0,0,5.375,5.142857,0,1,1.857143,.8571429,1,1,195.4,2236.4
1,1305,13,2,0,2,13,2,7,43,25,18,593.4,10,96.6,88.8,195.4,"0",0,0,0,0,0,5.375,5.142857,0,0,1.857143,1.857143,1,1,195.4,2431.8
1,1305,13,2,0,2,14,2,5,41,25,16,598.6,14,73,88.8,175.8,"0",0,0,0,0,0,5.125,5.142857,0,-2,-.1428571,1.857143,0,1,175.8,2607.6
1,1305,13,2,0,2,15,2,7,44,25,19,589.6,10,93.8,88.8,192.6,"0",0,0,0,0,0,5.5,5.285714,0,2,1.714286,-.1428571,1,0,192.6,2800.2
1,1306,13,1,2,0,1,1,5,36,28,8,597.6,14,83,88.8,185.8,"1",0,0,0,0,1,4.5,4.428571,,,.5714288,,1,,185.8,185.8
1,1306,13,1,2,0,2,1,5,40,28,12,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,0,0,.5714288,0,1,177.8,363.6
1,1306,13,1,2,0,3,1,5,37,25,12,599.4,14,81,88.8,183.8,"1",0,0,0,0,1,4.625,4.571429,0,0,.4285712,0,1,0,183.8,547.4
1,1306,13,1,2,0,4,1,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,0,0,.4285712,0,1,177.8,725.2
1,1306,13,1,2,0,5,1,5,38,25,13,600.4,14,79,88.8,181.8,"1",0,0,0,0,1,4.75,4.714286,0,0,.2857141,0,1,0,181.8,907
1,1306,13,1,2,0,6,1,5,39,25,14,600.6,14,77,88.8,179.8,"1",0,0,0,0,1,4.875,4.857143,0,0,.1428571,.2857141,1,1,179.8,1086.8
1,1306,13,1,2,0,7,1,5,42,25,17,596.4,14,71,88.8,173.8,"1",0,0,0,0,1,5.25,5.285714,0,0,-.2857141,.1428571,0,1,173.8,1260.6
1,1306,13,1,2,0,8,2,5,39,25,14,600.6,14,77,88.8,179.8,"1",0,0,0,0,1,4.875,4.857143,0,0,.1428571,-.2857141,1,0,179.8,1440.4
1,1306,13,1,2,0,9,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",0,0,0,0,1,5.875,6,0,0,-1,.1428571,0,1,163.8,1604.2
1,1306,13,1,2,0,10,2,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,0,0,-1,0,0,177.8,1782
1,1306,13,1,2,0,11,2,5,42,25,17,596.4,14,71,88.8,173.8,"1",0,0,0,0,1,5.25,5.285714,0,0,-.2857141,0,0,0,173.8,1955.8
1,1306,13,1,2,0,12,2,5,43,25,18,593.4,14,69,88.8,171.8,"1",0,0,0,0,1,5.375,5.428571,0,0,-.4285712,-.2857141,0,0,171.8,2127.6
1,1306,13,1,2,0,13,2,5,43,25,18,593.4,14,69,88.8,171.8,"1",0,0,0,0,1,5.375,5.428571,0,0,-.4285712,-.4285712,0,0,171.8,2299.4
1,1306,13,1,2,0,14,2,5,41,25,16,598.6,14,73,88.8,175.8,"1",0,0,0,0,1,5.125,5.142857,0,0,-.1428571,-.4285712,0,0,175.8,2475.2
1,1306,13,1,2,0,15,2,5,44,25,19,589.6,14,67,88.8,169.8,"1",0,0,0,0,1,5.5,5.571429,0,0,-.5714288,-.1428571,0,0,169.8,2645
1,1307,13,1,1,0,1,1,8,36,28,8,597.6,8,132.8,88.8,229.6,"1",0,4,12,12,1,4.5,4,,,4,,1,,217.6,217.6
1,1307,13,1,1,0,2,1,5,40,28,12,600,14,75,88.8,177.8,"1",9,0,0,9,1,5,5,4,-3,0,4,0,1,168.8,386.4
1,1307,13,1,1,0,3,1,5,37,25,12,599.4,14,81,88.8,183.8,"1",0,0,0,0,1,4.625,4.571429,0,0,.4285712,0,1,0,183.8,570.2
1,1307,13,1,1,0,4,1,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,0,0,.4285712,0,1,177.8,748
1,1307,13,1,1,0,5,1,5,38,25,13,600.4,14,79,88.8,181.8,"1",0,0,0,0,1,4.75,4.714286,0,0,.2857141,0,1,0,181.8,929.8
1,1307,13,1,1,0,6,1,5,39,25,14,600.6,14,77,88.8,179.8,"1",0,0,0,0,1,4.875,4.857143,0,0,.1428571,.2857141,1,1,179.8,1109.6
1,1307,13,1,1,0,7,1,5,42,25,17,596.4,14,71,88.8,173.8,"1",0,0,0,0,1,5.25,5.285714,0,0,-.2857141,.1428571,0,1,173.8,1283.4
1,1307,13,1,1,0,8,2,5,39,25,14,600.6,14,77,88.8,179.8,"1",0,0,0,0,1,4.875,4.857143,0,0,.1428571,-.2857141,1,0,179.8,1463.2
1,1307,13,1,1,0,9,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",0,0,0,0,1,5.875,6,0,0,-1,.1428571,0,1,163.8,1627
1,1307,13,1,1,0,10,2,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,0,0,-1,0,0,177.8,1804.8
1,1307,13,1,1,0,11,2,5,42,25,17,596.4,14,71,88.8,173.8,"1",0,0,0,0,1,5.25,5.285714,0,0,-.2857141,0,0,0,173.8,1978.6
1,1307,13,1,1,0,12,2,5,43,25,18,593.4,14,69,88.8,171.8,"1",0,0,0,0,1,5.375,5.428571,0,0,-.4285712,-.2857141,0,0,171.8,2150.4
1,1307,13,1,1,0,13,2,5,43,25,18,593.4,14,69,88.8,171.8,"1",0,0,0,0,1,5.375,5.428571,0,0,-.4285712,-.4285712,0,0,171.8,2322.2
1,1307,13,1,1,0,14,2,5,41,25,16,598.6,14,73,88.8,175.8,"1",0,0,0,0,1,5.125,5.142857,0,0,-.1428571,-.4285712,0,0,175.8,2498
