	Period,Sender,Receiver,Type,Points,Profit,ID,Group,TypeP,Group1_ID,Group2_ID
2,7,8,1,0,171.6,3,1,1,3,0
2,8,2,1,0,171.6,5,1,1,5,0
2,8,5,1,0,171.6,2,1,1,2,0
2,8,6,1,2,191.2,4,1,1,4,0
2,8,7,1,0,171.6,1,1,1,1,0
2,9,10,1,0,165.8,1,2,1,1,0
2,9,12,1,0,165.8,5,2,1,5,0
2,9,13,1,1,187,4,2,1,4,0
2,9,16,1,0,165.8,2,2,1,2,0
2,10,9,1,15,208.2,3,2,1,3,0
2,10,12,1,0,165.8,5,2,1,5,0
2,10,13,1,10,187,4,2,1,4,0
2,10,16,1,0,165.8,2,2,1,2,0
2,11,9,1,0,208.2,3,2,1,3,0
2,11,10,1,0,165.8,1,2,1,1,0
2,11,12,1,0,165.8,5,2,1,5,0
2,11,13,1,0,187,4,2,1,4,0
2,11,16,1,0,165.8,2,2,1,2,0
2,12,9,1,0,208.2,3,2,1,3,0
2,12,10,1,0,165.8,1,2,1,1,0
2,12,13,1,0,187,4,2,1,4,0
2,12,16,1,0,165.8,2,2,1,2,0
2,13,9,1,0,208.2,3,2,1,3,0
2,13,10,1,0,165.8,1,2,1,1,0
2,13,12,1,0,165.8,5,2,1,5,0
2,13,16,1,0,165.8,2,2,1,2,0
2,14,9,1,0,208.2,3,2,1,3,0
2,14,10,1,0,165.8,1,2,1,1,0
2,14,12,1,0,165.8,5,2,1,5,0
2,14,13,1,0,187,4,2,1,4,0
2,14,16,1,0,165.8,2,2,1,2,0
2,15,9,1,0,208.2,3,2,1,3,0
2,15,10,1,0,165.8,1,2,1,1,0
2,15,12,1,0,165.8,5,2,1,5,0
2,15,13,1,0,187,4,2,1,4,0
2,15,16,1,0,165.8,2,2,1,2,0
2,16,9,1,1,208.2,3,2,1,3,0
2,16,10,1,0,165.8,1,2,1,1,0
2,16,12,1,0,165.8,5,2,1,5,0
2,16,13,1,0,187,4,2,1,4,0
2,2,1,2,0,161.8,2,1,1,0,2
2,3,1,2,0,161.8,2,1,1,0,2
2,4,1,2,0,161.8,2,1,1,0,2
2,5,1,2,0,161.8,2,1,1,0,2
2,6,1,2,0,161.8,2,1,1,0,2
2,7,1,2,0,161.8,2,1,1,0,2
2,8,1,2,0,161.8,2,1,1,0,2
2,9,11,2,0,176.4,2,2,1,0,2
2,10,11,2,5,176.4,2,2,1,0,2
2,12,11,2,0,176.4,2,2,1,0,2
2,13,11,2,0,176.4,2,2,1,0,2
2,14,11,2,0,176.4,2,2,1,0,2
2,15,11,2,0,176.4,2,2,1,0,2
2,16,11,2,3,176.4,2,2,1,0,2
3,1,2,1,0,177.8,5,1,1,5,0
3,1,5,1,0,177.8,2,1,1,2,0
3,1,6,1,0,177.8,4,1,1,4,0
3,1,7,1,0,177.8,1,1,1,1,0
3,1,8,1,0,177.8,3,1,1,3,0
3,2,5,1,0,177.8,2,1,1,2,0
3,2,6,1,0,177.8,4,1,1,4,0
3,2,7,1,0,177.8,1,1,1,1,0
3,2,8,1,0,177.8,3,1,1,3,0
3,3,2,1,0,177.8,5,1,1,5,0
3,3,5,1,0,177.8,2,1,1,2,0
3,3,6,1,0,177.8,4,1,1,4,0
3,3,7,1,0,177.8,1,1,1,1,0
3,3,8,1,0,177.8,3,1,1,3,0
3,4,2,1,0,177.8,5,1,1,5,0
3,4,5,1,0,177.8,2,1,1,2,0
3,4,6,1,0,177.8,4,1,1,4,0
3,4,7,1,0,177.8,1,1,1,1,0
3,4,8,1,0,177.8,3,1,1,3,0
3,5,2,1,0,177.8,5,1,1,5,0
3,5,6,1,0,177.8,4,1,1,4,0
3,5,7,1,0,177.8,1,1,1,1,0
3,5,8,1,0,177.8,3,1,1,3,0
3,6,2,1,0,177.8,5,1,1,5,0
3,6,5,1,0,177.8,2,1,1,2,0
3,6,7,1,0,177.8,1,1,1,1,0
3,6,8,1,0,177.8,3,1,1,3,0
3,7,2,1,0,177.8,5,1,1,5,0
3,7,5,1,0,177.8,2,1,1,2,0
3,7,6,1,0,177.8,4,1,1,4,0
3,7,8,1,0,177.8,3,1,1,3,0
3,8,2,1,0,177.8,5,1,1,5,0
3,8,5,1,0,177.8,2,1,1,2,0
3,8,6,1,0,177.8,4,1,1,4,0
3,8,7,1,0,177.8,1,1,1,1,0
3,9,10,1,0,159,1,2,1,1,0
3,9,12,1,0,159,5,2,1,5,0
3,9,13,1,0,159,4,2,1,4,0
3,9,16,1,0,139.2,2,2,1,2,0
3,10,9,1,0,152.4,3,2,1,3,0
3,10,12,1,0,159,5,2,1,5,0
3,10,13,1,0,159,4,2,1,4,0
3,10,16,1,0,139.2,2,2,1,2,0
3,11,9,1,0,152.4,3,2,1,3,0
3,11,10,1,0,159,1,2,1,1,0
3,11,12,1,0,159,5,2,1,5,0
3,11,13,1,0,159,4,2,1,4,0
3,11,16,1,0,139.2,2,2,1,2,0
3,12,9,1,0,152.4,3,2,1,3,0
3,12,10,1,0,159,1,2,1,1,0
3,12,13,1,0,159,4,2,1,4,0
3,12,16,1,0,139.2,2,2,1,2,0
3,13,9,1,0,152.4,3,2,1,3,0
3,13,10,1,0,159,1,2,1,1,0
3,13,12,1,0,159,5,2,1,5,0
3,13,16,1,0,139.2,2,2,1,2,0
3,14,9,1,0,152.4,3,2,1,3,0
3,14,10,1,0,159,1,2,1,1,0
3,14,12,1,0,159,5,2,1,5,0
3,14,13,1,0,159,4,2,1,4,0
3,14,16,1,0,139.2,2,2,1,2,0
3,15,9,1,0,152.4,3,2,1,3,0
3,15,10,1,0,159,1,2,1,1,0
3,15,12,1,0,159,5,2,1,5,0
3,15,13,1,0,159,4,2,1,4,0
3,15,16,1,0,139.2,2,2,1,2,0
3,16,9,1,0,152.4,3,2,1,3,0
3,16,10,1,0,159,1,2,1,1,0
3,16,12,1,0,159,5,2,1,5,0
3,16,13,1,0,159,4,2,1,4,0
3,2,1,2,0,203.8,2,1,1,0,2
3,3,1,2,0,203.8,2,1,1,0,2
3,4,1,2,0,203.8,2,1,1,0,2
3,5,1,2,0,203.8,2,1,1,0,2
3,6,1,2,0,203.8,2,1,1,0,2
3,7,1,2,0,203.8,2,1,1,0,2
3,8,1,2,0,203.8,2,1,1,0,2
3,9,14,2,22,165.6,3,2,1,0,3
3,10,14,2,10,165.6,3,2,1,0,3
3,11,14,2,0,165.6,3,2,1,0,3
3,12,14,2,2,165.6,3,2,1,0,3
3,13,14,2,1,165.6,3,2,1,0,3
3,15,14,2,0,165.6,3,2,1,0,3
3,16,14,2,0,165.6,3,2,1,0,3
4,1,2,1,0,165.8,5,1,1,5,0
4,1,5,1,0,165.8,2,1,1,2,0
4,1,6,1,0,187,4,1,1,4,0
4,1,7,1,0,176.4,1,1,1,1,0
4,1,8,1,0,165.8,3,1,1,3,0
4,2,5,1,0,165.8,2,1,1,2,0
4,2,6,1,0,187,4,1,1,4,0
4,2,7,1,0,176.4,1,1,1,1,0
4,2,8,1,0,165.8,3,1,1,3,0
4,3,2,1,0,165.8,5,1,1,5,0
4,3,5,1,0,165.8,2,1,1,2,0
4,3,6,1,0,187,4,1,1,4,0
4,3,7,1,0,176.4,1,1,1,1,0
4,3,8,1,0,165.8,3,1,1,3,0
4,4,2,1,0,165.8,5,1,1,5,0
4,4,5,1,0,165.8,2,1,1,2,0
4,4,6,1,0,187,4,1,1,4,0
4,4,7,1,0,176.4,1,1,1,1,0
4,4,8,1,0,165.8,3,1,1,3,0
4,5,2,1,0,165.8,5,1,1,5,0
4,5,6,1,0,187,4,1,1,4,0
4,5,7,1,0,176.4,1,1,1,1,0
4,5,8,1,0,165.8,3,1,1,3,0
4,6,2,1,0,165.8,5,1,1,5,0
4,6,5,1,0,165.8,2,1,1,2,0
4,6,7,1,0,176.4,1,1,1,1,0
