Treatment,Period,Subject,Group,Profit,TotalProfit,Type,Group1_ID,Group2_ID,Investment,sumInvestment,sumInvestmentGroup1,sumInvestmentGroup2,Profit1_Public_Total,Profit1_Private,Profit1_Public,Fixed,Profit1,TypeP,Assigned,ReceivedPoints,Received,Reduction,Profit2
ZERO,13,5,3,195.4,2431.8,2,0,2,7,43,25,18,593.4,10,96.6,88.8,195.4,0,0,0,0,0,195.4
ZERO,13,6,3,171.8,2299.4,1,2,0,5,43,25,18,593.4,14,69,88.8,171.8,1,0,0,0,0,171.8
ZERO,13,7,3,171.8,2322.2,1,1,0,5,43,25,18,593.4,14,69,88.8,171.8,1,0,0,0,0,171.8
ZERO,13,8,3,171.8,2124.8,2,0,1,5,43,25,18,593.4,14,69,88.8,171.8,0,0,0,0,0,171.8
ZERO,13,9,4,123.4,1846.6,2,0,2,1,46,30,16,579.6,22,12.6,88.8,123.4,0,0,0,0,0,123.4
ZERO,13,10,4,176.4,2137,1,3,0,6,46,30,16,579.6,12,75.6,88.8,176.4,1,0,0,0,0,176.4
ZERO,13,11,4,176.4,2194.8,1,1,0,6,46,30,16,579.6,12,75.6,88.8,176.4,1,0,0,0,0,176.4
ZERO,13,12,4,165.8,2002.2,2,0,1,5,46,30,16,579.6,14,63,88.8,165.8,0,0,0,0,0,165.8
ZERO,13,13,4,176.4,2131.6,1,2,0,6,46,30,16,579.6,12,75.6,88.8,176.4,1,0,0,0,0,176.4
ZERO,13,14,4,176.4,2141.4,1,4,0,6,46,30,16,579.6,12,75.6,88.8,176.4,1,0,0,0,0,176.4
ZERO,13,15,4,176.4,2112.8,1,5,0,6,46,30,16,579.6,12,75.6,88.8,176.4,1,0,0,0,0,176.4
ZERO,13,16,4,218.8,2207.8,2,0,3,10,46,30,16,579.6,4,126,88.8,218.8,0,0,0,0,0,218.8
ZERO,14,1,3,175.8,2481.2,1,4,0,5,41,25,16,598.6,14,73,88.8,175.8,1,0,0,0,0,175.8
ZERO,14,2,3,175.8,2469.2,1,5,0,5,41,25,16,598.6,14,73,88.8,175.8,1,0,0,0,0,175.8
ZERO,14,3,3,188.4,2482.8,2,0,3,6,41,25,16,598.6,12,87.6,88.8,188.4,0,0,0,0,0,188.4
ZERO,14,4,3,175.8,2475.2,1,3,0,5,41,25,16,598.6,14,73,88.8,175.8,1,0,0,0,0,175.8
ZERO,14,5,3,175.8,2607.6,2,0,2,5,41,25,16,598.6,14,73,88.8,175.8,0,0,0,0,0,175.8
ZERO,14,6,3,175.8,2475.2,1,2,0,5,41,25,16,598.6,14,73,88.8,175.8,1,0,0,0,0,175.8
ZERO,14,7,3,175.8,2498,1,1,0,5,41,25,16,598.6,14,73,88.8,175.8,1,0,0,0,0,175.8
ZERO,14,8,3,175.8,2300.6,2,0,1,5,41,25,16,598.6,14,73,88.8,175.8,0,0,0,0,0,175.8
ZERO,14,9,4,112.8,1959.4,2,0,2,0,49,32,17,558.6,24,0,88.8,112.8,0,0,0,0,0,112.8
ZERO,14,10,4,178.6,2315.6,1,3,0,7,49,32,17,558.6,10,79.8,88.8,178.6,1,0,0,0,0,178.6
ZERO,14,11,4,188,2382.8,1,1,0,8,49,32,17,558.6,8,91.2,88.8,188,1,0,0,0,0,188
ZERO,14,12,4,159.8,2162,2,0,1,5,49,32,17,558.6,14,57,88.8,159.8,0,0,0,0,0,159.8
ZERO,14,13,4,159.8,2291.4,1,2,0,5,49,32,17,558.6,14,57,88.8,159.8,1,0,0,0,0,159.8
ZERO,14,14,4,169.2,2310.6,1,4,0,6,49,32,17,558.6,12,68.4,88.8,169.2,1,0,0,0,0,169.2
ZERO,14,15,4,169.2,2282,1,5,0,6,49,32,17,558.6,12,68.4,88.8,169.2,1,0,0,0,0,169.2
ZERO,14,16,4,225.6,2433.4,2,0,3,12,49,32,17,558.6,0,136.8,88.8,225.6,0,0,0,0,0,225.6
ZERO,15,1,3,169.8,2651,1,4,0,5,44,25,19,589.6,14,67,88.8,169.8,1,0,0,0,0,169.8
ZERO,15,2,3,169.8,2639,1,5,0,5,44,25,19,589.6,14,67,88.8,169.8,1,0,0,0,0,169.8
ZERO,15,3,3,192.6,2675.4,2,0,3,7,44,25,19,589.6,10,93.8,88.8,192.6,0,0,0,0,0,192.6
ZERO,15,4,3,169.8,2645,1,3,0,5,44,25,19,589.6,14,67,88.8,169.8,1,0,0,0,0,169.8
ZERO,15,5,3,192.6,2800.2,2,0,2,7,44,25,19,589.6,10,93.8,88.8,192.6,0,0,0,0,0,192.6
ZERO,15,6,3,169.8,2645,1,2,0,5,44,25,19,589.6,14,67,88.8,169.8,1,0,0,0,0,169.8
ZERO,15,7,3,169.8,2667.8,1,1,0,5,44,25,19,589.6,14,67,88.8,169.8,1,0,0,0,0,169.8
ZERO,15,8,3,169.8,2470.4,2,0,1,5,44,25,19,589.6,14,67,88.8,169.8,0,0,0,0,0,169.8
ZERO,15,9,4,167.8,2127.2,2,0,2,11,60,32,28,420,2,77,88.8,167.8,0,0,0,0,0,167.8
ZERO,15,10,4,142.8,2458.4,1,3,0,6,60,32,28,420,12,42,88.8,142.8,1,0,0,0,0,142.8
ZERO,15,11,4,142.8,2525.6,1,1,0,6,60,32,28,420,12,42,88.8,142.8,1,0,0,0,0,142.8
ZERO,15,12,4,137.8,2299.8,2,0,1,5,60,32,28,420,14,35,88.8,137.8,0,0,0,0,0,137.8
ZERO,15,13,4,147.8,2439.2,1,2,0,7,60,32,28,420,10,49,88.8,147.8,1,0,0,0,0,147.8
ZERO,15,14,4,147.8,2458.4,1,4,0,7,60,32,28,420,10,49,88.8,147.8,1,0,0,0,0,147.8
ZERO,15,15,4,142.8,2424.8,1,5,0,6,60,32,28,420,12,42,88.8,142.8,1,0,0,0,0,142.8
ZERO,15,16,4,172.8,2606.2,2,0,3,12,60,32,28,420,0,84,88.8,172.8,0,0,0,0,0,172.8
PARTIAL,1,1,1,136.4,136.4,2,0,2,2,43,30,13,593.4,20,27.6,88.8,136.4,1,0,0,0,0,136.4
PARTIAL,1,2,1,183.6,183.6,1,5,0,6,43,30,13,593.4,12,82.8,88.8,183.6,1,0,0,0,0,183.6
PARTIAL,1,3,1,160,160,2,0,1,4,43,30,13,593.4,16,55.2,88.8,160,0,0,0,0,0,160
PARTIAL,1,4,1,195.4,195.4,2,0,3,7,43,30,13,593.4,10,96.6,88.8,195.4,0,0,0,0,0,195.4
PARTIAL,1,5,1,183.6,183.6,1,2,0,6,43,30,13,593.4,12,82.8,88.8,183.6,1,0,0,0,0,183.6
PARTIAL,1,6,1,183.6,183.6,1,4,0,6,43,30,13,593.4,12,82.8,88.8,183.6,1,0,0,0,0,183.6
PARTIAL,1,7,1,183.6,183.6,1,1,0,6,43,30,13,593.4,12,82.8,88.8,183.6,1,0,0,0,0,183.6
PARTIAL,1,8,1,183.6,183.6,1,3,0,6,43,30,13,593.4,12,82.8,88.8,183.6,1,0,0,0,0,183.6
PARTIAL,1,9,2,153.8,153.8,1,3,0,4,45,24,21,585,16,52,88.8,156.8,1,0,1,3,3,153.8
PARTIAL,1,10,2,167.8,167.8,1,1,0,5,45,24,21,585,14,65,88.8,167.8,1,0,0,0,0,167.8
PARTIAL,1,11,2,178.8,178.8,2,0,2,6,45,24,21,585,12,78,88.8,178.8,0,0,0,0,0,178.8
PARTIAL,1,12,2,167.8,167.8,1,5,0,5,45,24,21,585,14,65,88.8,167.8,1,0,0,0,0,167.8
PARTIAL,1,13,2,166.8,166.8,1,4,0,5,45,24,21,585,14,65,88.8,167.8,1,1,0,0,1,166.8
PARTIAL,1,14,2,222.8,222.8,2,0,3,10,45,24,21,585,4,130,88.8,222.8,0,0,0,0,0,222.8
PARTIAL,1,15,2,167.8,167.8,2,0,1,5,45,24,21,585,14,65,88.8,167.8,1,0,0,0,0,167.8
PARTIAL,1,16,2,167.8,167.8,1,2,0,5,45,24,21,585,14,65,88.8,167.8,1,0,0,0,0,167.8
PARTIAL,2,1,1,161.8,298.2,2,0,2,5,48,32,16,566.4,14,59,88.8,161.8,1,0,0,0,0,161.8
PARTIAL,2,2,1,171.6,355.2,1,5,0,6,48,32,16,566.4,12,70.8,88.8,171.6,1,0,0,0,0,171.6
PARTIAL,2,3,1,142.2,302.2,2,0,1,3,48,32,16,566.4,18,35.4,88.8,142.2,0,0,0,0,0,142.2
PARTIAL,2,4,1,191.2,386.6,2,0,3,8,48,32,16,566.4,8,94.4,88.8,191.2,0,0,0,0,0,191.2
PARTIAL,2,5,1,171.6,355.2,1,2,0,6,48,32,16,566.4,12,70.8,88.8,171.6,1,0,0,0,0,171.6
PARTIAL,2,6,1,185.2,368.8,1,4,0,8,48,32,16,566.4,8,94.4,88.8,191.2,1,0,2,6,6,185.2
PARTIAL,2,7,1,171.6,355.2,1,1,0,6,48,32,16,566.4,12,70.8,88.8,171.6,1,0,0,0,0,171.6
PARTIAL,2,8,1,169.6,353.2,1,3,0,6,48,32,16,566.4,12,70.8,88.8,171.6,1,2,0,0,2,169.6
PARTIAL,2,9,2,159.2,313,1,3,0,9,46,31,15,579.6,6,113.4,88.8,208.2,1,1,16,48,49,159.2
PARTIAL,2,10,2,135.8,303.6,1,1,0,5,46,31,15,579.6,14,63,88.8,165.8,1,30,0,0,30,135.8
PARTIAL,2,11,2,152.4,331.2,2,0,2,6,46,31,15,579.6,12,75.6,88.8,176.4,1,0,8,24,24,152.4
PARTIAL,2,12,2,165.8,333.6,1,5,0,5,46,31,15,579.6,14,63,88.8,165.8,1,0,0,0,0,165.8
PARTIAL,2,13,2,154,320.8,1,4,0,7,46,31,15,579.6,10,88.2,88.8,187,1,0,11,33,33,154
PARTIAL,2,14,2,155.2,378,2,0,3,4,46,31,15,579.6,16,50.4,88.8,155.2,0,0,0,0,0,155.2
PARTIAL,2,15,2,165.8,333.6,2,0,1,5,46,31,15,579.6,14,63,88.8,165.8,0,0,0,0,0,165.8
PARTIAL,2,16,2,161.8,329.6,1,2,0,5,46,31,15,579.6,14,63,88.8,165.8,1,4,0,0,4,161.8
PARTIAL,3,1,1,203.8,502,2,0,2,7,40,25,15,600,10,105,88.8,203.8,1,0,0,0,0,203.8
PARTIAL,3,2,1,177.8,533,1,5,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
PARTIAL,3,3,1,151.8,454,2,0,1,3,40,25,15,600,18,45,88.8,151.8,0,0,0,0,0,151.8
PARTIAL,3,4,1,177.8,564.4,2,0,3,5,40,25,15,600,14,75,88.8,177.8,0,0,0,0,0,177.8
PARTIAL,3,5,1,177.8,533,1,2,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
PARTIAL,3,6,1,177.8,546.6,1,4,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
PARTIAL,3,7,1,177.8,533,1,1,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
PARTIAL,3,8,1,177.8,531,1,3,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
PARTIAL,3,9,2,130.4,443.4,1,3,0,6,56,31,25,481.6,12,51.6,88.8,152.4,1,22,0,0,22,130.4
PARTIAL,3,10,2,149,452.6,1,1,0,7,56,31,25,481.6,10,60.2,88.8,159,1,10,0,0,10,149
PARTIAL,3,11,2,192,523.2,2,0,2,12,56,31,25,481.6,0,103.2,88.8,192,0,0,0,0,0,192
PARTIAL,3,12,2,157,490.6,1,5,0,7,56,31,25,481.6,10,60.2,88.8,159,1,2,0,0,2,157
PARTIAL,3,13,2,158,478.8,1,4,0,7,56,31,25,481.6,10,60.2,88.8,159,1,1,0,0,1,158
PARTIAL,3,14,2,60.6,438.6,2,0,3,8,56,31,25,481.6,8,68.8,88.8,165.6,1,0,35,105,105,60.6
PARTIAL,3,15,2,145.8,479.4,2,0,1,5,56,31,25,481.6,14,43,88.8,145.8,0,0,0,0,0,145.8
PARTIAL,3,16,2,139.2,468.8,1,2,0,4,56,31,25,481.6,16,34.4,88.8,139.2,1,0,0,0,0,139.2
PARTIAL,4,1,1,167.6,669.6,2,0,2,8,46,28,18,579.6,8,100.8,88.8,197.6,1,0,10,30,30,167.6
PARTIAL,4,2,1,165.8,698.8,1,5,0,5,46,28,18,579.6,14,63,88.8,165.8,1,0,0,0,0,165.8
PARTIAL,4,3,1,134,588,2,0,1,2,46,28,18,579.6,20,25.2,88.8,134,0,0,0,0,0,134
PARTIAL,4,4,1,197.6,762,2,0,3,8,46,28,18,579.6,8,100.8,88.8,197.6,0,0,0,0,0,197.6
PARTIAL,4,5,1,165.8,698.8,1,2,0,5,46,28,18,579.6,14,63,88.8,165.8,1,0,0,0,0,165.8
PARTIAL,4,6,1,187,733.6,1,4,0,7,46,28,18,579.6,10,88.2,88.8,187,1,0,0,0,0,187
PARTIAL,4,7,1,176.4,709.4,1,1,0,6,46,28,18,579.6,12,75.6,88.8,176.4,1,0,0,0,0,176.4
PARTIAL,4,8,1,155.8,686.8,1,3,0,5,46,28,18,579.6,14,63,88.8,165.8,1,10,0,0,10,155.8
PARTIAL,4,9,2,128.8,572.2,1,3,0,10,56,37,19,481.6,4,86,88.8,178.8,1,50,0,0,50,128.8
PARTIAL,4,10,2,144,596.6,1,1,0,7,56,37,19,481.6,10,60.2,88.8,159,1,15,0,0,15,144
PARTIAL,4,11,2,0,523.2,2,0,2,12,56,37,19,481.6,0,103.2,88.8,192,1,0,67,201,201,-9
PARTIAL,4,12,2,157,647.6,1,5,0,7,56,37,19,481.6,10,60.2,88.8,159,1,2,0,0,2,157
PARTIAL,4,13,2,165.6,644.4,1,4,0,8,56,37,19,481.6,8,68.8,88.8,165.6,1,0,0,0,0,165.6
PARTIAL,4,14,2,126,564.6,2,0,3,2,56,37,19,481.6,20,17.2,88.8,126,0,0,0,0,0,126
PARTIAL,4,15,2,145.8,625.2,2,0,1,5,56,37,19,481.6,14,43,88.8,145.8,0,0,0,0,0,145.8
PARTIAL,4,16,2,145.8,614.6,1,2,0,5,56,37,19,481.6,14,43,88.8,145.8,1,0,0,0,0,145.8
PARTIAL,5,1,1,167.8,837.4,2,0,2,5,45,27,18,585,14,65,88.8,167.8,0,0,0,0,0,167.8
PARTIAL,5,2,1,167.8,866.6,1,5,0,5,45,27,18,585,14,65,88.8,167.8,1,0,0,0,0,167.8
PARTIAL,5,3,1,156.8,744.8,2,0,1,4,45,27,18,585,16,52,88.8,156.8,0,0,0,0,0,156.8
PARTIAL,5,4,1,175.8,937.8,2,0,3,9,45,27,18,585,6,117,88.8,211.8,1,0,12,36,36,175.8
PARTIAL,5,5,1,164.8,863.6,1,2,0,5,45,27,18,585,14,65,88.8,167.8,1,3,0,0,3,164.8
PARTIAL,5,6,1,167.8,901.4,1,4,0,5,45,27,18,585,14,65,88.8,167.8,1,0,0,0,0,167.8
PARTIAL,5,7,1,167.8,877.2,1,1,0,5,45,27,18,585,14,65,88.8,167.8,1,0,0,0,0,167.8
PARTIAL,5,8,1,176.8,863.6,1,3,0,7,45,27,18,585,10,91,88.8,189.8,1,10,1,3,13,176.8
PARTIAL,5,9,2,130.2,702.4,1,3,0,9,61,37,24,402.6,6,59.4,88.8,154.2,1,0,8,24,24,130.2
PARTIAL,5,10,2,135,731.6,1,1,0,7,61,37,24,402.6,10,46.2,88.8,145,1,10,0,0,10,135
PARTIAL,5,11,2,58.8,582,2,0,2,0,61,37,24,402.6,24,0,88.8,112.8,1,0,18,54,54,58.8
PARTIAL,5,12,2,140,787.6,1,5,0,7,61,37,24,402.6,10,46.2,88.8,145,1,5,0,0,5,140
PARTIAL,5,13,2,144,788.4,1,4,0,7,61,37,24,402.6,10,46.2,88.8,145,1,1,0,0,1,144
PARTIAL,5,14,2,168,732.6,2,0,3,12,61,37,24,402.6,0,79.2,88.8,168,0,0,0,0,0,168
PARTIAL,5,15,2,168,793.2,2,0,1,12,61,37,24,402.6,0,79.2,88.8,168,0,0,0,0,0,168
PARTIAL,5,16,2,135,749.6,1,2,0,7,61,37,24,402.6,10,46.2,88.8,145,1,10,0,0,10,135
PARTIAL,6,1,1,147.6,985,2,0,2,6,58,36,22,452.4,12,46.8,88.8,147.6,1,0,0,0,0,147.6
PARTIAL,6,2,1,153.4,1020,1,5,0,7,58,36,22,452.4,10,54.6,88.8,153.4,1,0,0,0,0,153.4
PARTIAL,6,3,1,147.6,892.4,2,0,1,6,58,36,22,452.4,12,46.8,88.8,147.6,0,0,0,0,0,147.6
PARTIAL,6,4,1,170.8,1108.6,2,0,3,10,58,36,22,452.4,4,78,88.8,170.8,0,0,0,0,0,170.8
PARTIAL,6,5,1,141.8,1005.4,1,2,0,5,58,36,22,452.4,14,39,88.8,141.8,1,0,0,0,0,141.8
PARTIAL,6,6,1,153.4,1054.8,1,4,0,7,58,36,22,452.4,10,54.6,88.8,153.4,1,0,0,0,0,153.4
PARTIAL,6,7,1,167.4,1044.6,1,1,0,12,58,36,22,452.4,0,93.6,88.8,182.4,1,0,5,15,15,167.4
PARTIAL,6,8,1,136.8,1000.4,1,3,0,5,58,36,22,452.4,14,39,88.8,141.8,1,5,0,0,5,136.8
PARTIAL,6,9,2,110.2,812.6,1,3,0,6,49,33,16,558.6,12,68.4,88.8,169.2,1,59,0,0,59,110.2
PARTIAL,6,10,2,0,731.6,1,1,0,7,49,33,16,558.6,10,79.8,88.8,178.6,1,10,59,177,187,-8.4
PARTIAL,6,11,2,122.2,704.2,2,0,2,1,49,33,16,558.6,22,11.4,88.8,122.2,0,0,0,0,0,122.2
PARTIAL,6,12,2,176.6,964.2,1,5,0,7,49,33,16,558.6,10,79.8,88.8,178.6,1,2,0,0,2,176.6
PARTIAL,6,13,2,178.6,967,1,4,0,7,49,33,16,558.6,10,79.8,88.8,178.6,1,0,0,0,0,178.6
PARTIAL,6,14,2,206.8,939.4,2,0,3,10,49,33,16,558.6,4,114,88.8,206.8,0,0,0,0,0,206.8
PARTIAL,6,15,2,123.8,917,2,0,1,5,49,33,16,558.6,14,57,88.8,159.8,1,0,12,36,36,123.8
PARTIAL,6,16,2,169.2,918.8,1,2,0,6,49,33,16,558.6,12,68.4,88.8,169.2,1,0,0,0,0,169.2
PARTIAL,7,1,1,158.4,1143.4,2,0,2,4,44,25,19,589.6,16,53.6,88.8,158.4,1,0,0,0,0,158.4
PARTIAL,7,2,1,169.8,1189.8,1,5,0,5,44,25,19,589.6,14,67,88.8,169.8,1,0,0,0,0,169.8
PARTIAL,7,3,1,204,1096.4,2,0,1,8,44,25,19,589.6,8,107.2,88.8,204,0,0,0,0,0,204
PARTIAL,7,4,1,192.6,1301.2,2,0,3,7,44,25,19,589.6,10,93.8,88.8,192.6,0,0,0,0,0,192.6
PARTIAL,7,5,1,169.8,1175.2,1,2,0,5,44,25,19,589.6,14,67,88.8,169.8,1,0,0,0,0,169.8
PARTIAL,7,6,1,169.8,1224.6,1,4,0,5,44,25,19,589.6,14,67,88.8,169.8,1,0,0,0,0,169.8
PARTIAL,7,7,1,169.8,1214.4,1,1,0,5,44,25,19,589.6,14,67,88.8,169.8,1,0,0,0,0,169.8
PARTIAL,7,8,1,169.8,1170.2,1,3,0,5,44,25,19,589.6,14,67,88.8,169.8,1,0,0,0,0,169.8
PARTIAL,7,9,2,127.2,939.8,1,3,0,7,62,35,27,384.4,10,43.4,88.8,142.2,1,15,0,0,15,127.2
PARTIAL,7,10,2,132.2,863.8,1,1,0,7,62,35,27,384.4,10,43.4,88.8,142.2,1,10,0,0,10,132.2
PARTIAL,7,11,2,163.2,867.4,2,0,2,12,62,35,27,384.4,0,74.4,88.8,163.2,0,0,0,0,0,163.2
PARTIAL,7,12,2,137.2,1101.4,1,5,0,7,62,35,27,384.4,10,43.4,88.8,142.2,1,5,0,0,5,137.2
PARTIAL,7,13,2,141.2,1108.2,1,4,0,7,62,35,27,384.4,10,43.4,88.8,142.2,1,1,0,0,1,141.2
PARTIAL,7,14,2,46.8,986.2,2,0,3,10,62,35,27,384.4,4,62,88.8,154.8,1,0,36,108,108,46.8
PARTIAL,7,15,2,133.8,1050.8,2,0,1,5,62,35,27,384.4,14,31,88.8,133.8,0,0,0,0,0,133.8
PARTIAL,7,16,2,137.2,1056,1,2,0,7,62,35,27,384.4,10,43.4,88.8,142.2,1,5,0,0,5,137.2
PARTIAL,8,1,1,159.8,1303.2,2,0,2,5,49,27,22,558.6,14,57,88.8,159.8,0,0,0,0,0,159.8
PARTIAL,8,2,1,159.8,1349.6,1,5,0,5,49,27,22,558.6,14,57,88.8,159.8,1,0,0,0,0,159.8
PARTIAL,8,3,1,197.4,1293.8,2,0,1,9,49,27,22,558.6,6,102.6,88.8,197.4,0,0,0,0,0,197.4
PARTIAL,8,4,1,170,1471.2,2,0,3,8,49,27,22,558.6,8,91.2,88.8,188,1,0,6,18,18,170
PARTIAL,8,5,1,157.8,1333,1,2,0,5,49,27,22,558.6,14,57,88.8,159.8,1,2,0,0,2,157.8
PARTIAL,8,6,1,154.8,1379.4,1,4,0,5,49,27,22,558.6,14,57,88.8,159.8,1,5,0,0,5,154.8
PARTIAL,8,7,1,145.6,1360,1,1,0,7,49,27,22,558.6,10,79.8,88.8,178.6,1,0,11,33,33,145.6
PARTIAL,8,8,1,149.8,1320,1,3,0,5,49,27,22,558.6,14,57,88.8,159.8,1,10,0,0,10,149.8
PARTIAL,8,9,2,156,1095.8,1,3,0,8,59,36,23,436.6,8,59.2,88.8,156,1,0,0,0,0,156
PARTIAL,8,10,2,142.6,1006.4,1,1,0,7,59,36,23,436.6,10,51.8,88.8,150.6,1,8,0,0,8,142.6
PARTIAL,8,11,2,177.6,1045,2,0,2,12,59,36,23,436.6,0,88.8,88.8,177.6,0,0,0,0,0,177.6
PARTIAL,8,12,2,145.6,1247,1,5,0,7,59,36,23,436.6,10,51.8,88.8,150.6,1,5,0,0,5,145.6
PARTIAL,8,13,2,150.6,1258.8,1,4,0,7,59,36,23,436.6,10,51.8,88.8,150.6,1,0,0,0,0,150.6
PARTIAL,8,14,2,145.2,1131.4,2,0,3,6,59,36,23,436.6,12,44.4,88.8,145.2,0,0,0,0,0,145.2
PARTIAL,8,15,2,100.8,1151.6,2,0,1,5,59,36,23,436.6,14,37,88.8,139.8,1,0,13,39,39,100.8
PARTIAL,8,16,2,150.6,1206.6,1,2,0,7,59,36,23,436.6,10,51.8,88.8,150.6,1,0,0,0,0,150.6
PARTIAL,9,1,1,171.6,1474.8,2,0,2,6,48,25,23,566.4,12,70.8,88.8,171.6,0,0,0,0,0,171.6
PARTIAL,9,2,1,161.8,1511.4,1,5,0,5,48,25,23,566.4,14,59,88.8,161.8,1,0,0,0,0,161.8
PARTIAL,9,3,1,201,1494.8,2,0,1,9,48,25,23,566.4,6,106.2,88.8,201,0,0,0,0,0,201
PARTIAL,9,4,1,131.2,1602.4,2,0,3,8,48,25,23,566.4,8,94.4,88.8,191.2,1,0,20,60,60,131.2
PARTIAL,9,5,1,156.8,1489.8,1,2,0,5,48,25,23,566.4,14,59,88.8,161.8,1,5,0,0,5,156.8
PARTIAL,9,6,1,156.8,1536.2,1,4,0,5,48,25,23,566.4,14,59,88.8,161.8,1,5,0,0,5,156.8
PARTIAL,9,7,1,161.8,1521.8,1,1,0,5,48,25,23,566.4,14,59,88.8,161.8,1,0,0,0,0,161.8
PARTIAL,9,8,1,151.8,1471.8,1,3,0,5,48,25,23,566.4,14,59,88.8,161.8,1,10,0,0,10,151.8
PARTIAL,9,9,2,139.8,1235.6,1,3,0,6,55,26,29,495,12,54,88.8,154.8,1,15,0,0,15,139.8
PARTIAL,9,10,2,137.8,1144.2,1,1,0,5,55,26,29,495,14,45,88.8,147.8,1,10,0,0,10,137.8
PARTIAL,9,11,2,196.8,1241.8,2,0,2,12,55,26,29,495,0,108,88.8,196.8,0,0,0,0,0,196.8
PARTIAL,9,12,2,135.8,1382.8,1,5,0,5,55,26,29,495,14,45,88.8,147.8,1,12,0,0,12,135.8
PARTIAL,9,13,2,146.8,1405.6,1,4,0,5,55,26,29,495,14,45,88.8,147.8,1,1,0,0,1,146.8
PARTIAL,9,14,2,147.8,1279.2,2,0,3,5,55,26,29,495,14,45,88.8,147.8,0,0,0,0,0,147.8
PARTIAL,9,15,2,37.8,1189.4,2,0,1,12,55,26,29,495,0,108,88.8,196.8,1,0,53,159,159,37.8
PARTIAL,9,16,2,132.8,1339.4,1,2,0,5,55,26,29,495,14,45,88.8,147.8,1,15,0,0,15,132.8
PARTIAL,10,1,1,184.2,1659,2,0,2,7,47,25,22,573.4,10,85.4,88.8,184.2,0,0,0,0,0,184.2
PARTIAL,10,2,1,163.8,1675.2,1,5,0,5,47,25,22,573.4,14,61,88.8,163.8,1,0,0,0,0,163.8
PARTIAL,10,3,1,161.4,1656.2,2,0,1,8,47,25,22,573.4,8,97.6,88.8,194.4,1,0,11,33,33,161.4
PARTIAL,10,4,1,184.2,1786.6,2,0,3,7,47,25,22,573.4,10,85.4,88.8,184.2,0,0,0,0,0,184.2
PARTIAL,10,5,1,160.8,1650.6,1,2,0,5,47,25,22,573.4,14,61,88.8,163.8,1,3,0,0,3,160.8
PARTIAL,10,6,1,160.8,1697,1,4,0,5,47,25,22,573.4,14,61,88.8,163.8,1,3,0,0,3,160.8
PARTIAL,10,7,1,163.8,1685.6,1,1,0,5,47,25,22,573.4,14,61,88.8,163.8,1,0,0,0,0,163.8
PARTIAL,10,8,1,158.8,1630.6,1,3,0,5,47,25,22,573.4,14,61,88.8,163.8,1,5,0,0,5,158.8
PARTIAL,10,9,2,109.8,1345.4,1,3,0,10,72,36,36,158.4,4,22,88.8,114.8,1,5,0,0,5,109.8
PARTIAL,10,10,2,106.2,1250.4,1,1,0,7,72,36,36,158.4,10,15.4,88.8,114.2,1,8,0,0,8,106.2
PARTIAL,10,11,2,115.2,1357,2,0,2,12,72,36,36,158.4,0,26.4,88.8,115.2,0,0,0,0,0,115.2
PARTIAL,10,12,2,107.2,1490,1,5,0,7,72,36,36,158.4,10,15.4,88.8,114.2,1,7,0,0,7,107.2
PARTIAL,10,13,2,114.2,1519.8,1,4,0,7,72,36,36,158.4,10,15.4,88.8,114.2,1,0,0,0,0,114.2
PARTIAL,10,14,2,115.2,1394.4,2,0,3,12,72,36,36,158.4,0,26.4,88.8,115.2,0,0,0,0,0,115.2
PARTIAL,10,15,2,40.2,1229.6,2,0,1,12,72,36,36,158.4,0,26.4,88.8,115.2,1,0,25,75,75,40.2
PARTIAL,10,16,2,108.8,1448.2,1,2,0,5,72,36,36,158.4,14,11,88.8,113.8,1,5,0,0,5,108.8
PARTIAL,11,1,1,168.8,1827.8,2,0,2,8,55,30,25,495,8,72,88.8,168.8,0,0,0,0,0,168.8
PARTIAL,11,2,1,149.8,1825,1,5,0,6,55,30,25,495,12,54,88.8,154.8,1,5,0,0,5,149.8
PARTIAL,11,3,1,125.8,1782,2,0,1,10,55,30,25,495,4,90,88.8,182.8,1,0,19,57,57,125.8
PARTIAL,11,4,1,161.8,1948.4,2,0,3,7,55,30,25,495,10,63,88.8,161.8,0,0,0,0,0,161.8
PARTIAL,11,5,1,151.8,1802.4,1,2,0,6,55,30,25,495,12,54,88.8,154.8,1,3,0,0,3,151.8
PARTIAL,11,6,1,150.8,1847.8,1,4,0,6,55,30,25,495,12,54,88.8,154.8,1,4,0,0,4,150.8
PARTIAL,11,7,1,152.8,1838.4,1,1,0,6,55,30,25,495,12,54,88.8,154.8,1,2,0,0,2,152.8
PARTIAL,11,8,1,149.8,1780.4,1,3,0,6,55,30,25,495,12,54,88.8,154.8,1,5,0,0,5,149.8
PARTIAL,11,9,2,122.8,1468.2,1,3,0,10,49,26,23,558.6,4,114,88.8,206.8,1,0,28,84,84,122.8
PARTIAL,11,10,2,130.4,1380.8,1,1,0,4,49,26,23,558.6,16,45.6,88.8,150.4,1,20,0,0,20,130.4
